job_idx,cv_col,source,model,label,score,label_checked,justification,generated_at
30,cv_3,ollama,gemma3:4b,Strong Match,88,Strong Match,"Oumayma's CV demonstrates significant experience aligning directly with the DevOps/MLOps role's requirements, including extensive AWS certifications, proficiency in key languages (Python, Java, Go), and hands-on experience with containerization technologies like Docker and Kubernetes. Her background in managing and troubleshooting complex AWS environments, coupled with automation skills, makes her a strong candidate for this position.",2026-05-06T21:00:32.680271
30,cv_4,ollama,gemma3:4b,Moderate Match,62,Moderate Match,"Tarek's experience is primarily in full-stack Java development with Spring and React, which aligns with some of the required technologies like Java, React, and Docker. However, the job description emphasizes MLOps and large-scale data architecture, areas where Tarek's background is lacking, and the listed skills don't directly reflect those needs.",2026-05-06T21:00:36.474733
30,cv_5,ollama,gemma3:4b,Good Fit,78,Good Fit,"Heni Loukil possède une expérience pertinente en Machine Learning et Deep Learning, ce qui correspond aux exigences de l'offre d'emploi. De plus, son expérience avec des outils comme Docker, Kubernetes et AWS, ainsi que son parcours académique en informatique, démontrent une base solide pour ce rôle DevOps et MLOps.",2026-05-06T21:00:39.977522
31,cv_2,ollama,gemma3:4b,Good Fit,78,Good Fit,"Moetez Saidi's background as a Data Scientist with experience in Machine Learning and data engineering aligns well with the role's focus on AI development and backend/frontend solutions. While the job description lists specific technologies, Moetez's experience with Python, FastAPI, and data modeling skills demonstrate a strong foundation for the required tasks.",2026-05-06T21:00:55.402224
31,cv_3,ollama,gemma3:4b,Moderate Match,68,Moderate Match,"The candidate possesses some relevant skills like Java, Angular, TypeScript, and Git, aligning with the job description's technologies. However, the candidate lacks direct experience with AI technologies such as Python, LangChain, SurrealDB, and specific AI frameworks mentioned, and their experience is primarily in full-stack development rather than specializing in the AI aspects of the role. While their communication and teamwork skills are highlighted, the depth of their technical expertise doesn't fully align with the required skillset.",2026-05-06T21:00:59.370725
31,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's background is primarily in SAP Full Stack development with experience in Java, Spring Boot, and Angular, which aligns with some frontend technologies mentioned in the job description. However, the role heavily emphasizes AI and specific technologies like LangChain, SurrealDB, and MCP, areas where the candidate's experience is lacking, and the listed skills don't directly reflect the required expertise.",2026-05-06T21:01:02.993081
31,cv_5,ollama,gemma3:4b,Good Fit,78,Good Fit,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep, particularly with Deep Learning and Geometric Deep Learning, aligns well with the job description's focus on AI and related technologies. Her project experience utilizing Deep Graph CNNs and vector field features for Alzheimer's disease classification demonstrates a relevant skillset and understanding of complex AI applications.",2026-05-06T21:01:06.634842
32,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Bien que Hamza ait une expérience en développement web et une connaissance des méthodologies agiles, l'offre d'emploi met l'accent sur Java et l'expérience avec les pipelines CI/CD, ce que le CV ne démontre pas explicitement. Son expérience chez Oracle est limitée et son projet principal utilise Node.js, ce qui représente un écart par rapport aux compétences recherchées.",2026-05-06T21:01:10.364716
32,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Ala Maatouk possesses a strong analytical background with experience in data analysis and business intelligence, aligning with the need for someone to understand and visualize data. However, her experience primarily focuses on data analysis and BI, lacking the core Java development expertise and CI/CD pipeline experience explicitly requested in the job description.",2026-05-06T21:01:13.145530
32,cv_3,ollama,gemma3:4b,Strong Match,88,Strong Match,"Azza's resume demonstrates significant experience in cloud infrastructure, Kubernetes, and DevOps practices, aligning directly with the job description's requirements for continuous integration, deployment, and monitoring. Her experience at Next Step, particularly developing automated Kubernetes deployments and utilizing tools like Terraform and Prometheus, makes her a strong candidate for this strategic development role.",2026-05-06T21:01:16.504056
32,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"While Ahmed possesses valuable full-stack development experience with Angular and .NET, the job description specifically calls for Java expertise and experience with CI/CD pipelines. His focus on front-end development and financial applications, though relevant, doesn't fully align with the strategic development software role outlined in the offer.",2026-05-06T21:01:19.514525
32,cv_5,ollama,gemma3:4b,Good Fit,75,Good Fit,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep aligns well with the need for a software development engineer, particularly with her focus on Deep Learning and Geometric Deep Learning, which demonstrates a strong analytical and problem-solving skillset. While the job description emphasizes Java and CI/CD, her background in machine learning and deep learning suggests a willingness to learn and adapt to new technologies relevant to software development.",2026-05-06T21:01:23.061371
33,cv_1,ollama,gemma3:4b,Weak Match,35,Weak Match,"Bien que Hamza possède une expérience en développement logiciel et une compréhension des méthodologies agiles, son profil ne correspond pas aux exigences de l'offre d'emploi qui requiert une expertise en approvisionnement agroalimentaire, une connaissance approfondie des ERP (SAP) et des outils spécifiques comme MFGPRO. L'expérience de Hamza est principalement axée sur le développement web et ne démontre pas les compétences clés nécessaires pour le poste.",2026-05-06T21:01:26.523246
33,cv_2,ollama,gemma3:4b,Weak Match,40,Weak Match,"While the candidate possesses strong full-stack development skills and experience with modern technologies like Vue.js and Docker, the job description specifically requires experience in agrofood supply chain management, ERP systems (SAP), and procurement processes – areas where the candidate's background is lacking. The listed skills are not directly relevant to the operational requirements of the role.",2026-05-06T21:01:29.756576
33,cv_3,ollama,gemma3:4b,Poor Match,20,Poor Match,"Le CV de Mahmoud Daoud présente une expérience en développement cloud et DevOps, avec des compétences dans AKS, Azure et Kubernetes, ce qui ne correspond pas aux exigences de l'offre d'emploi qui recherche un(e) Approvisionneur(e) avec une expérience en approvisionnement et une connaissance des ERP.",2026-05-06T21:01:32.681877
33,cv_4,ollama,gemma3:4b,Weak Match,35,Weak Match,"While the candidate possesses a strong technical background in Machine Learning and AI, the job description focuses on traditional supply chain management skills like ERP experience, contract negotiation, and logistics planning – areas where the candidate's experience appears limited. The candidate's skills are not directly aligned with the operational requirements of the role.",2026-05-06T21:01:36.060209
33,cv_5,ollama,gemma3:4b,Weak Match,40,Weak Match,"Bien que le candidat possède une expérience en machine learning et un diplôme en informatique, l'offre d'emploi recherche spécifiquement un(e) Approvisionneur(e) avec une expérience dans la gestion des produits alimentaires, la connaissance des ERP et des compétences en gestion de projet, ce qui n'est pas clairement indiqué dans son CV.",2026-05-06T21:01:39.379767
34,cv_1,ollama,gemma3:4b,Good Fit,78,Good Fit,"Selma's extensive full-stack web development experience, including skills in Python, JavaScript, and various frameworks like Angular and Node.js, aligns well with the technical requirements outlined in the job description. Furthermore, her certifications and project experience demonstrate a proactive approach to learning and a willingness to tackle complex challenges, mirroring the company's stated values.",2026-05-06T21:01:42.856960
34,cv_2,ollama,gemma3:4b,Good Fit,75,Good Fit,"Le candidat possède une solide expérience en Machine Learning avec Python, ce qui correspond aux compétences techniques recherchées, mais son expérience est principalement axée sur le Machine Learning et non sur la cybersécurité. Bien que ses compétences en Linux et Cisco Packet Tracer soient pertinentes, l'offre met l'accent sur la création de logiciels de chiffrement et la sécurité des réseaux, des domaines où son expérience est moins directement applicable.",2026-05-06T21:01:46.364033
34,cv_3,ollama,gemma3:4b,Good Fit,78,Good Fit,"Salma possède une solide expérience en DevOps et en SRE, avec des compétences en Python et Terraform, ce qui correspond aux exigences de l'offre. De plus, son parcours académique en Ingénierie Informatique et ses certifications démontrent un intérêt pour la cybersécurité et les technologies utilisées par l'entreprise.",2026-05-06T21:01:49.693077
34,cv_4,ollama,gemma3:4b,Good Fit,75,Good Fit,"Ala possède une solide formation en informatique et une expérience en analyse de données, ce qui correspond aux compétences techniques recherchées dans l'offre. Bien que son expérience principale soit axée sur l'analyse de données, ses projets de développement web et ses connaissances en Linux et Python démontrent un intérêt et une aptitude pour la cybersécurité, ainsi que son adaptabilité à l'apprentissage de nouvelles technologies.",2026-05-06T21:01:53.621531
34,cv_5,ollama,gemma3:4b,Strong Match,88,Strong Match,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep, coupled with her academic background in Computer Science and her skills in Deep Learning, aligns perfectly with the offer's focus on cybersecurity and advanced technologies like Python and Linux. Furthermore, her project experience utilizing Geometric Deep Learning and CNNs demonstrates a strong analytical and problem-solving aptitude, crucial for tackling complex cybersecurity challenges.",2026-05-06T21:01:56.898493
35,cv_1,ollama,gemma3:4b,Strong Match,88,Strong Match,"Anas's CV demonstrates a strong alignment with the job description, showcasing extensive experience with Power BI, SQL, Python, and Azure Data Factory – all key technologies mentioned. His background in financial analysis and data pipeline development, coupled with his experience in collaborative Agile environments, directly addresses the requirements for this Data Analyst role.",2026-05-06T21:02:00.237054
35,cv_2,ollama,gemma3:4b,Strong Match,88,Strong Match,"Mohamed Malek Jarraya's CV demonstrates significant experience in data analysis, machine learning, and business intelligence, aligning perfectly with the job description's requirements for a data analyst focused on improving efficiency and decision-making. His background in developing and deploying ML systems, coupled with his skills in Python and SQL, makes him a strong candidate for this role.",2026-05-06T21:02:03.749253
35,cv_3,ollama,gemma3:4b,Strong Match,88,Strong Match,"Mohamed Malek Jarraya's CV demonstrates significant experience in data analysis, machine learning, and business intelligence, aligning perfectly with the job description's requirements for a data analyst focused on improving efficiency and decision-making. His background in developing and deploying ML systems, coupled with his skills in Python, SQL, and Power BI, makes him a strong candidate for this role.",2026-05-06T21:02:07.656706
35,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's background is heavily focused on robotics engineering and hardware development, with limited direct experience in data analysis or business intelligence tools like Power BI and SQL. While they possess strong analytical skills and a problem-solving mindset gained through various projects, the resume lacks the specific data-related skills and experience highlighted in the job description, making this a moderate fit.",2026-05-06T21:02:11.247703
35,cv_5,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Heni Loukil possède une expérience significative en Machine Learning et Deep Learning, ce qui correspond à une partie des compétences recherchées, mais son expérience est principalement axée sur la recherche et le développement de modèles, et ne reflète pas directement l'expertise en analyse de données et business intelligence demandée dans l'offre d'emploi. Bien que son parcours universitaire soit pertinent, l'offre d'emploi met l'accent sur l'utilisation de Power BI, Excel et SQL, des outils qui ne sont pas explicitement mentionnés dans son CV.",2026-05-06T21:02:15.328330
36,cv_1,ollama,gemma3:4b,Strong Match,88,Strong Match,"Majdi Smaoui's CV demonstrates significant experience in cybersecurity, particularly within OT&IT environments aligning with the job description's focus on protecting digital assets and implementing security strategies. His certifications like NIST CSF, ISO 27001, and FIRST PSIRT, combined with his extensive experience in SCADA security and risk management, make him a strong candidate for this Senior Cybersecurity Engineer role.",2026-05-06T21:02:19.293683
36,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"While Wael's background is heavily focused on data analysis and business intelligence, the job description emphasizes cybersecurity expertise, threat detection, and incident response. Although he possesses some technical skills like Python and SQL, his experience doesn't directly align with the core responsibilities of a Senior Cybersecurity Engineer, particularly in areas like network security, risk management, and compliance frameworks like ISO 27001.",2026-05-06T21:02:23.810534
36,cv_3,ollama,gemma3:4b,Good Fit,78,Good Fit,"Azza's CV demonstrates strong experience with cloud technologies, particularly Kubernetes and OpenShift, aligning well with the job description's focus on these tools and platforms like AWS and Azure. Her experience in automation, IaC, and disaster recovery also directly addresses the requirements for a Senior Cybersecurity Engineer, although her broader development background could be a slight detraction.",2026-05-06T21:02:27.589539
36,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's experience as a Network Support Engineer with Meraki and a long history in IT support aligns with some aspects of the role, particularly the network and security focus. However, the role emphasizes threat analysis, risk management, and compliance frameworks (ISO 27001, PCI-DSS, GDPR, NIST) which are not prominently featured in the candidate's CV, and the cloud experience is limited to Meraki which is a specific product.",2026-05-06T21:02:31.608898
36,cv_5,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Heni Loukil's background is primarily in machine learning and deep learning, with a strong focus on research projects involving geometric deep learning and Alzheimer's disease classification. While the skills in Python and cloud platforms (AWS/Azure) align somewhat with the job description, the experience lacks direct application to cybersecurity roles such as threat analysis, incident response, or security framework implementation, which are heavily emphasized in the offered position.",2026-05-06T21:02:35.752439
37,cv_1,ollama,gemma3:4b,Strong Match,88,Strong Match,"Anas's CV demonstrates a strong alignment with the job description, showcasing extensive experience with Power BI, SQL, DAX, and Azure Data Factory – all key technologies mentioned. His diverse experience across multiple industries and his focus on data transformation and reporting directly address the requirements of the Data Analyst role.",2026-05-06T21:02:39.027760
37,cv_2,ollama,gemma3:4b,Good Fit,78,Good Fit,"The candidate's extensive experience in machine learning, particularly with computer vision and deep learning techniques like YOLO and ResNet, aligns well with the job's requirements for data analysis and visualization. While the candidate's background is heavily focused on AI, their skills in Python, SQL, and data manipulation tools like Pandas are directly relevant to the role's use of Power BI, SQL, and DAX.",2026-05-06T21:02:42.689585
37,cv_3,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Bien que Safa possède une expérience en développement web et une solide formation en informatique, l'offre d'emploi cible spécifiquement un Data Analyst avec une expertise en Power BI, SQL et DAX.  Son portfolio met l'accent sur le développement web, mais ne démontre pas directement une expérience significative dans l'analyse de données ou l'utilisation des outils mentionnés dans l'offre.",2026-05-06T21:02:46.266828
37,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's background is heavily focused on AI research and machine learning, with experience in reinforcement learning and deep learning, which doesn't directly align with the stated requirements of Power BI, SQL, and DAX. While they possess analytical skills and a relevant degree, the offered role emphasizes data visualization and business intelligence tools, representing a mismatch in core technical skills.",2026-05-06T21:02:50.118690
37,cv_5,ollama,gemma3:4b,Strong Match,88,Strong Match,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep, coupled with her academic background in Computer Science and her focus on Deep Learning and Geometric Deep Learning aligns perfectly with the requirements of the Data Analyst role. Her skills in Power Query, SQL, and Microsoft Power BI, demonstrated through her projects, directly address the tools and techniques outlined in the job description.",2026-05-06T21:02:53.299374
38,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède une expérience en développement full-stack et une connaissance de React, ce qui correspond à certains des technologies de l'offre. Cependant, son expérience récente est limitée (2 mois), et il n'y a pas de mention explicite de Python, Flask, ou des technologies de gestion de paiements, ce qui est crucial pour le poste.",2026-05-06T21:02:56.310457
38,cv_2,ollama,gemma3:4b,Moderate Match,68,Moderate Match,"The candidate's experience with React, Node.js, and MongoDB aligns with some of the technologies listed in the job description, particularly on the frontend and backend. However, the candidate's focus on React Native and Next.js, along with a lack of experience with Python, Flask, and the specific technologies like Elasticsearch and Kafka, suggests a moderate fit for this full-stack role requiring a broader skillset.",2026-05-06T21:02:59.885372
38,cv_3,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède une expérience en développement full-stack avec Java, Angular, et TypeScript, ce qui correspond à certains aspects de l'offre. Cependant, il manque d'expérience directe avec les technologies spécifiques mentionnées dans l'annonce, telles que Python, Flask, React, PostgreSQL, et les outils CI/CD comme Docker et Jenkins, limitant ainsi son adéquation pour ce poste.",2026-05-06T21:03:03.816896
38,cv_4,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède des certifications et une expérience en data science et en méthodologies agiles, ce qui correspond à certains aspects de l'offre. Cependant, son expérience est principalement axée sur l'analyse de données et la gestion de projet, et il manque d'expérience directe avec les technologies spécifiques mentionnées (Python, Flask, React, etc.) et le développement de paiements en ligne.",2026-05-06T21:03:07.199610
38,cv_5,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Heni Loukil possède une expérience significative en Machine Learning et Deep Learning, ce qui correspond à une partie des compétences recherchées, mais son expérience est principalement axée sur la recherche et l'IA, et ne couvre pas l'ensemble du stack technique (Python, Flask, React, etc.) ni les aspects spécifiques du développement de paiements en ligne.",2026-05-06T21:03:10.050891
39,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Selma's extensive full-stack web development experience and skills in technologies like Angular, Node.js, and MongoDB align with some of the listed stack, but her background is primarily in web development rather than VR/AR specifically. While she possesses valuable skills in project management and data analysis, the job description requires deep expertise in VR/AR technologies and frameworks, which are not prominently highlighted in her CV.",2026-05-06T21:03:13.985714
39,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's background in Machine Learning, Deep Learning, and NLP aligns with the project's focus on data analysis and potentially AI-driven solutions. However, the CV lacks direct experience with VR/AR development technologies like Unity3D, C#, and the specific tools listed in the job description, making it a moderate fit.",2026-05-06T21:03:17.838778
39,cv_3,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"The candidate's background is primarily in DevOps and software engineering with experience in cloud technologies and CI/CD pipelines, which aligns with some aspects of the job description. However, the job heavily focuses on VR/AR development using Unity and specific technologies like WebXR and OpenCV, and the candidate's experience is largely in backend development and database administration, lacking direct VR/AR expertise.",2026-05-06T21:03:21.900629
39,cv_4,ollama,gemma3:4b,Good Fit,78,Good Fit,"The candidate's extensive experience in data science, machine learning, and quantitative research aligns well with the project's focus on data analysis and experimental design. While the job description lists a wide range of technical skills, the candidate's strong Python proficiency and experience with relevant tools like OpenCV and Java are directly applicable to the VR/AR development tasks, suggesting a solid foundation for the role.",2026-05-06T21:03:25.526154
39,cv_5,ollama,gemma3:4b,Weak Match,45,Weak Match,"While the candidate possesses full-stack development experience and a computer science degree, their skillset heavily focuses on front-end technologies like React.js and D3.js, which are not directly relevant to the VR/AR stack detailed in the job description, and the role requires specific VR/AR development expertise and a deep understanding of the listed technologies.",2026-05-06T21:03:28.873359
40,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède des compétences en développement Full-Stack avec Java/Spring Boot et React, ainsi que des connaissances en Cloud et DevOps, ce qui correspond à une partie des exigences. Cependant, son expérience est limitée à des stages et il manque d'expérience spécifique en Machine Learning, Deep Learning et les technologies Big Data mentionnées dans l'offre d'emploi.",2026-05-06T21:03:32.744140
40,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède une expérience en développement Python et Odoo, ainsi que des connaissances en Machine Learning, notamment Deep Learning, ce qui correspond à certaines exigences de l'offre. Cependant, son expérience est principalement axée sur le développement d'applications et de modules Odoo, et il manque d'expérience directe avec les technologies Big Data (Spark, Hadoop, Kafka) et les plateformes cloud (AWS, GCP) mentionnées dans l'offre, limitant ainsi son adéquation pour ce rôle stratégique.",2026-05-06T21:03:37.014307
40,cv_3,ollama,gemma3:4b,Strong Match,88,Strong Match,"Mohamed Malek Jarraya's CV demonstrates a strong alignment with the job description, showcasing extensive experience in machine learning, data science, and full-stack development with technologies like Python, Spark, and AWS. His background in quantitative research and delivering impactful AI solutions directly addresses the key requirements of the role.",2026-05-06T21:03:40.149614
40,cv_4,ollama,gemma3:4b,Moderate Match,45,Weak Match,"While Mohamed possesses strong cybersecurity skills and experience, the job description heavily emphasizes Data Science, Machine Learning, and full-stack development, areas where his current expertise is limited. Although he has some programming experience, his background is primarily in penetration testing and cybersecurity, lacking the core data science skills required for the role.",2026-05-06T21:03:43.744445
40,cv_5,ollama,gemma3:4b,Strong Match,88,Strong Match,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep, coupled with her internship at ICube, demonstrates a strong alignment with the role's requirements for Deep Learning and Machine Learning expertise. Furthermore, her academic background in Computer Science and her project focused on Geometric Deep Learning and Alzheimer's Disease classification using Deep Graph CNNs directly address the technical skills and project types outlined in the job description.",2026-05-06T21:03:47.688065
41,cv_1,ollama,gemma3:4b,Good Fit,88,Strong Match,"The candidate's experience aligns well with the job description, particularly their proficiency in Power BI, Python, SQL, and Azure Data Factory – all listed as key skills. Furthermore, their background in reporting, data pipelines, and data-driven decision support directly addresses the core responsibilities outlined in the job posting, making them a strong candidate for the role.",2026-05-06T21:03:51.061408
41,cv_2,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"While the candidate's experience as a Site Reliability Engineer aligns with some aspects of the role, particularly system administration and monitoring, the job description emphasizes data analysis, visualization, and specific tools like Tableau and Looker, which are not prominently featured in the candidate's CV. Their technical background leans heavily towards DevOps and system administration rather than data analytics.",2026-05-06T21:03:54.382052
41,cv_3,ollama,gemma3:4b,Strong Match,88,Strong Match,"Anissa's extensive experience in machine learning, particularly with LLMs and computer vision, aligns strongly with the job description's requirements. Her background in developing and deploying ML solutions across diverse industries, coupled with her strong technical skills, makes her a highly suitable candidate for this Data Analyst role.",2026-05-06T21:03:57.631080
41,cv_4,ollama,gemma3:4b,Strong Match,88,Strong Match,"The candidate's extensive experience in hardware design, PCB layout, and simulation aligns perfectly with the job description's requirements for a Data Analyst with a strong technical background. Their skills in tools like HyperLynx, LTspice, and experience with IoT gateway design directly address the listed technologies and demonstrate a practical understanding of data-driven hardware development.",2026-05-06T21:04:01.733783
41,cv_5,ollama,gemma3:4b,Good Fit,75,Good Fit,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep aligns well with the analytical skills required, particularly with Deep Learning and Geometric Deep Learning, which are relevant to data analysis. While the specific tools listed in the job description (Excel, Tableau, Looker) aren't explicitly highlighted, her skillset demonstrates a strong foundation in data analysis techniques applicable to those tools.",2026-05-06T21:04:04.822520
42,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Bien que le candidat possède un diplôme en informatique et une expérience récente en tant que Data Scientist, son profil est fortement axé sur le RPA et l'analyse quantitative, ce qui ne correspond pas directement aux compétences spécifiques recherchées dans l'offre (apprentissage automatique, réseaux de neurones, PyTorch, Azure Machine Learning). De plus, son expérience est limitée à des projets fintech, sans mention de projets liés à l'épidémiologie ou à la santé publique.",2026-05-06T21:04:08.347443
42,cv_2,ollama,gemma3:4b,Moderate Match,68,Moderate Match,"Amadou possède des compétences en cloud computing, DevOps et automatisation (Terraform, Ansible) qui sont pertinentes pour le rôle, mais son expérience est principalement axée sur l'administration d'environnements virtualisés et la gestion de solutions de sauvegarde, plutôt que sur le développement d'algorithmes d'apprentissage automatique ou de modèles de réseaux de neurones comme spécifié dans l'offre d'emploi. Bien qu'il maîtrise Python, son expérience est davantage orientée vers l'infrastructure que vers la science des données.",2026-05-06T21:04:12.343681
42,cv_3,ollama,gemma3:4b,Good Fit,78,Good Fit,"The candidate's background in software engineering with a strong focus on AI and data engineering aligns well with the job description's requirements for a Data Scientist. Their experience with Oracle Analytics Cloud, NLP, and LLMs, combined with their cloud certifications, demonstrates a relevant skillset and passion for the technologies mentioned in the offer, although they are currently an undergraduate student.",2026-05-06T21:04:16.295421
42,cv_4,ollama,gemma3:4b,Weak Match,45,Weak Match,"While the candidate possesses some relevant skills like Java and Spring, and demonstrates a proactive approach to learning DevOps tools, their experience is primarily backend focused and lacks the deep expertise in machine learning, neural networks, and the specific technologies (PyTorch, Azure ML) listed in the job description. The candidate's academic background in finance doesn't directly align with the AI/ML focus of the role.",2026-05-06T21:04:19.835427
42,cv_5,ollama,gemma3:4b,Poor Match,25,Poor Match,"Le candidat possède une expérience en développement full-stack, mais ne possède aucune compétence ou expérience dans l'apprentissage automatique, les réseaux de neurones, ou les technologies spécifiques mentionnées (Python, PyTorch, Azure Machine Learning). Son profil est axé sur le développement web et ne correspond pas aux exigences de l'offre d'emploi pour un Data Scientist.",2026-05-06T21:04:22.988077
43,cv_1,ollama,gemma3:4b,Good Fit,78,Good Fit,"Oumaima possède une expérience significative en tant que Data Consultant et Machine Learning Engineer, ce qui correspond aux exigences de l'offre d'emploi. De plus, ses compétences techniques en Python, SQL, Power BI et Git, ainsi que ses certifications, sont directement alignées avec les outils et les compétences recherchées.",2026-05-06T21:04:25.785298
43,cv_2,ollama,gemma3:4b,Good Fit,78,Good Fit,"The candidate's experience as a Generative AI Engineer and Full-Stack Software Engineer aligns well with the job description's requirements for data analysis and tool proficiency (SQL, Python, Elasticsearch). While the resume highlights AI and RAG, the candidate's previous roles demonstrate a strong foundation in software development and system design, which are valuable assets for a data analyst role.",2026-05-06T21:04:29.178746
43,cv_3,ollama,gemma3:4b,Moderate Match,68,Moderate Match,"The candidate's extensive experience as a Full Stack Developer with Java and Angular aligns with some of the required technologies (SQL, Python, Microsoft Excel). However, the job description emphasizes data analysis and insights extraction, and the candidate's background is primarily focused on application development, lacking explicit data analysis experience and skills.",2026-05-06T21:04:32.916466
43,cv_4,ollama,gemma3:4b,Moderate Match,68,Moderate Match,"The candidate's extensive leadership experience in software engineering and management roles aligns with the need for a data analyst, particularly with their experience in large-scale projects and strategic planning. However, the CV lacks explicit details regarding data analysis skills, statistical knowledge, or proficiency in the required tools like SQL, Python, and Microsoft Excel, suggesting a moderate fit.",2026-05-06T21:04:36.312250
43,cv_5,ollama,gemma3:4b,Good Fit,75,Good Fit,"Heni Loukil's experience as a Machine Learning Engineer at InstaDeep aligns well with the need for a data analyst skilled in complex datasets and insights, particularly given her focus on Deep Learning and Geometric Deep Learning. While the offer mentions SQL and Excel, her CV highlights advanced skills in relevant areas like Deep Graph CNNs and vector field feature extraction, suggesting a strong analytical foundation.",2026-05-06T21:04:39.375466
44,cv_1,ollama,gemma3:4b,Strong Match,88,Strong Match,"Oumaima's CV demonstrates a strong alignment with the job description, possessing extensive experience in machine learning, computer vision, and deep learning techniques including convolutional neural networks, transformers, and generative models – all explicitly mentioned as key skills. Her MSc thesis directly addresses the core research areas of the role, focusing on 3D convolutional neural networks for medical imaging and agricultural applications, further solidifying her suitability.",2026-05-06T21:04:43.620196
44,cv_2,ollama,gemma3:4b,Strong Match,88,Strong Match,"Hadrien's extensive experience as a Senior Software Engineer, particularly his recent work with RAG architectures and LLM integrations, directly aligns with the job description's focus on AI, vision, and multimodal models. His background in building SaaS products and deploying solutions in healthcare settings demonstrates a practical understanding of the challenges and requirements of deploying AI solutions in a real-world environment, making him a strong candidate for this role.",2026-05-06T21:04:48.466593
44,cv_3,ollama,gemma3:4b,Moderate Match,45,Weak Match,"While the candidate possesses full-stack development experience and familiarity with technologies like Java, Spring, and Angular, the job description heavily emphasizes AI research leadership, vision by computer, and deep expertise in specific AI models (CNNs, Transformers, etc.). The candidate's background is primarily in application development, lacking the research and strategic direction required for this role.",2026-05-06T21:04:52.161092
44,cv_4,ollama,gemma3:4b,Moderate Match,68,Moderate Match,"The candidate's extensive experience as a Cloud Platform Engineer with VMware and Microsoft technologies aligns with some of the technical requirements, particularly around virtualization and infrastructure management. However, the job description heavily emphasizes AI, machine learning, and specific technologies like TensorFlow and transformers, areas where the candidate's CV lacks direct experience and focuses primarily on traditional IT administration.",2026-05-06T21:04:55.709791
44,cv_5,ollama,gemma3:4b,Moderate Match,68,Moderate Match,"The candidate's experience is heavily focused on full-stack Java development with technologies like Spring Boot and React, which aligns with some of the requirements, particularly around building scalable applications and working with APIs. However, the job description emphasizes deep expertise in AI, machine learning, vision computing, and specific technologies like transformers and generative models, areas where the candidate's background is less directly relevant.",2026-05-06T21:05:00.137760
45,cv_1,ollama,gemma3:4b,Moderate Match,65,Moderate Match,"Le candidat possède des compétences pertinentes en Java/Spring Boot et React, correspondant aux technologies mentionnées dans l'offre, mais son expérience est principalement axée sur des stages et projets étudiants, ce qui manque de profondeur pour un poste d'ingénieur senior. De plus, son intérêt déclaré pour le Cloud et le DevOps est un atout, mais l'offre met l'accent sur l'IA et le Machine Learning, des domaines où le candidat n'a pas de certifications spécifiques.",2026-05-06T21:05:03.987156
45,cv_2,ollama,gemma3:4b,Strong Match,88,Strong Match,"Jawher Jabri possède une expérience récente et pertinente dans la recherche en intelligence artificielle, notamment chez InstaDeep, ce qui correspond directement aux exigences de l'offre. De plus, son parcours académique en Big Data et Intelligence Artificielle, ainsi que ses compétences en NLP et Machine Learning, alignent parfaitement avec les technologies et les missions décrites.",2026-05-06T21:05:07.148540
45,cv_3,ollama,gemma3:4b,Good Fit,82,Good Fit,"Jawher possède une expérience récente dans la recherche en intelligence artificielle, notamment chez InstaDeep, ce qui correspond aux missions proposées. De plus, ses compétences en Machine Learning, Deep Learning et NLP, ainsi que son diplôme en Big Data et Intelligence Artificielle, sont directement alignées avec les exigences du poste.",2026-05-06T21:05:09.698538
