job_idx,cv_col,score_a,score_b,judge_score,reasoning,delta_a,delta_b,closer_system
51,cv_4,78,37,50,"The candidate has strong DevOps/MLOps and cloud infrastructure skills (Kubernetes, Terraform, AWS ML certifications), which align with deployment aspects of the role. However, the CV lacks evidence of machine learning research experience, algorithm development, or academic publication history explicitly required for a scientific research position in AI. Core competencies in ML model development and research methodology are missing.",28.0,13.0,B
51,cv_5,35,26,20,"The candidate has a computer science degree and full-stack development experience, but lacks explicit machine learning, speech recognition, or AI research experience required for the role. No publications, algorithm design, or model development work is mentioned, which are critical for this position.",15.0,6.0,B
52,cv_1,65,48,65,"The candidate has full-stack experience with Java/React and microservices, aligning partially with the Node.js/TypeScript/PostgreSQL stack. Cloud certifications and DevOps tools match cloud deployment requirements, but PostgreSQL and specific backend technologies are missing. The emphasis on SOLID principles and code quality aligns with the job's expectations.",0.0,17.0,A
52,cv_2,75,20,50,"The candidate has strong full-stack experience with .NET, Web API, and cloud platforms, but lacks explicit Node.js/TypeScript/PostgreSQL skills required by the job. Partial overlap in cloud and API design, but core backend tech stack mismatch.",25.0,30.0,A
52,cv_3,88,55,65,"The candidate has full-stack experience with Java, React, and AWS, which partially aligns with the job's requirements. However, the CV lacks explicit mention of Node.js, TypeScript, and PostgreSQL—key technologies specified in the job description. While the candidate's senior role and distributed systems experience are relevant, the absence of critical backend stack components reduces the match score.",23.0,10.0,B
52,cv_4,65,26,25,"The candidate's profile is focused on network engineering and IT operations with no relevant experience in full-stack web development, Node.js, TypeScript, or PostgreSQL. Core job requirements like API design, microservices architecture, and cloud deployment are entirely absent from their CV, making the match very weak.",40.0,1.0,B
52,cv_5,88,40,50,"The candidate has strong machine learning and deep learning expertise but lacks explicit full-stack development experience with Node.js, TypeScript, and PostgreSQL required by the job. Their background in geometric deep learning and research projects is unrelated to backend development or cloud deployment responsibilities.",38.0,10.0,B
53,cv_1,78,41,55,"The candidate has relevant cloud (AWS/Azure/GCP) and DevOps tools (Kubernetes, Docker, Ansible) but lacks explicit mentions of critical requirements like Splunk, Grafana, Prometheus, GitLab-CI, RHEL/Debian, Bash, Golang, and Jira/Confluence. Agile/Git experience is also unverified, resulting in a partial match.",23.0,14.0,B
53,cv_2,65,39,50,"The candidate has some relevant DevOps interests and general software development skills but lacks critical expertise in Kubernetes, cloud platforms (AWS/Azure), infrastructure as code, and backend technologies like Golang specified in the job. The CV emphasizes frontend frameworks (Angular) and Java, which are not aligned with the hybrid cloud DevOps role requirements.",15.0,11.0,B
53,cv_3,68,46,35,"The candidate lacks critical DevOps skills like infrastructure as code, Kubernetes, Docker, and cloud migration mentioned in the job description. While he has software engineering and teaching experience, his profile does not align with the required backend development, automation tools (Ansible, GitLab-CI), or cloud platforms (AWS/Azure). The CV emphasizes data science and academic roles unrelated to the technical stack and responsibilities specified.",33.0,11.0,B
53,cv_4,88,41,30,"The candidate's profile focuses on AI, RPA, and data science with no mention of DevOps tools (Kubernetes, Docker, Ansible) or cloud infrastructure (AWS/Azure) required by the job. Core requirements like infrastructure as code, backend development (Golang), and Agile methodologies are entirely absent, resulting in minimal alignment.",58.0,11.0,B
53,cv_5,65,37,50,"The candidate has a DevOps skill listed but lacks specific experience with critical tools like Kubernetes, Docker, Ansible, and cloud platforms (AWS/Azure) required by the job. Their background focuses on machine learning and geometric deep learning projects, which are unrelated to the DevOps infrastructure and automation tasks emphasized in the role.",15.0,13.0,B
54,cv_1,78,54,55,"The candidate has some relevant cybersecurity certifications and competition participation, but their primary experience is in full-stack web development with limited direct experience in security technologies like firewalls or intrusion detection systems. The job requires deeper cybersecurity expertise, making this a partial match.",23.0,1.0,B
54,cv_2,65,41,50,"The candidate has full-stack development experience and mentions secure backends, but lacks explicit cybersecurity expertise (e.g., firewalls, intrusion detection systems) required by the job. The CV emphasizes web/mobile development over security-specific skills, resulting in partial alignment with key requirements.",15.0,9.0,B
54,cv_3,88,45,20,"The candidate's profile focuses on electronics design and embedded systems, with no direct experience or certifications in cybersecurity, intrusion detection, firewalls, or security management systems. The job requires cybersecurity expertise, making the match extremely weak.",68.0,25.0,B
54,cv_4,88,53,50,"The candidate has strong machine learning and Python skills but lacks explicit cybersecurity expertise (e.g., firewalls, intrusion detection systems) required for the role. While technical skills are present, the core security focus of the job is not aligned with her data science background.",38.0,3.0,B
54,cv_5,75,34,20,"The candidate has strong AI/ML expertise but lacks cybersecurity-specific skills (firewalls, intrusion detection, security frameworks) required by the job. Their experience in DevOps and deep learning is unrelated to core security operations, risk analysis, or security integration mentioned in the description.",55.0,14.0,B
55,cv_1,68,39,50,"The candidate has strong React.js and front-end development experience but lacks the required PHP/Symfony, Vue.js, and GraphQL stack. While they have some relevant skills like PostgreSQL and testing tools, the core back-end technologies and framework alignment are missing, resulting in a partial match.",18.0,11.0,B
55,cv_2,68,36,50,"The candidate has React.js and Full Stack experience, aligning partially with the job's front-end requirements. However, the job's primary back-end stack (PHP/Symfony) is missing, replaced by Spring/Spring Boot in the CV. PostgreSQL and Vue.js are also absent, creating significant gaps in technical alignment.",18.0,14.0,B
55,cv_3,65,33,50,"The candidate has some relevant experience in web development and DevOps tools like Docker and Git, but lacks explicit mention of core required skills (PHP/Symfony, Vue.js/React.js, PostgreSQL). Their focus on Azure/Kubernetes aligns partially with infrastructure needs but misses the full-stack development emphasis in the job description.",15.0,17.0,A
55,cv_4,35,23,20,"The candidate has extensive cybersecurity experience but lacks the required full-stack development skills (PHP/Symfony, Vue.js, React.js, etc.) specified in the job description. The CV emphasizes security certifications and industrial systems expertise, which are unrelated to the web development focus of the role.",15.0,3.0,B
55,cv_5,65,35,50,"The candidate has strong machine learning and deep learning expertise but lacks direct experience with the required full-stack technologies (PHP/Symfony, Vue.js, React.js, GraphQL). While DevOps and Docker skills are relevant, the core backend/frontend stack mismatch significantly reduces alignment with the job's technical requirements.",15.0,15.0,tie
56,cv_1,75,20,50,"The candidate has relevant skills in Python, Spark, and SQL, and experience in data analysis. However, the job requires data engineering expertise in ETL, Data Lake, and cloud platforms like Databricks, AWS, and Azure, which are not clearly demonstrated in the CV. The lack of explicit data engineering experience and specific tool proficiency reduces the match score.",25.0,30.0,A
56,cv_2,65,30,30,"The candidate has frontend development experience with JavaScript and React, but lacks critical data engineering skills required (ETL, Data Lake, Python, SQL, Databricks, Spark, AWS/Azure). The role demands core data engineering expertise which is entirely absent from her profile.",35.0,0.0,B
56,cv_3,65,40,55,"The candidate has relevant skills in Python, Azure, and AI, but lacks explicit mentions of Databricks, Spark, and ETL/Data Lake experience required. The absence of JavaScript and detailed data engineering architecture work reduces the match score.",10.0,15.0,A
56,cv_4,68,30,35,"The candidate's profile focuses on frontend development (Swift, SwiftUI) and lacks explicit data engineering experience with required tools (Databricks, Spark, AWS, Azure) or skills (Python, SQL, JavaScript). While soft skills like teamwork are implied, the core technical requirements are unmet, resulting in a low match score.",33.0,5.0,B
56,cv_5,65,36,50,"The candidate has strong machine learning and deep learning experience but lacks explicit data engineering expertise (ETL, Data Lake, architectures) and key tools (Databricks, Spark, AWS, Azure) required by the job. Programming skills in Python are present, but SQL and JavaScript are unmentioned. The role emphasizes data engineering, which is only partially aligned with the candidate's ML-focused background.",15.0,14.0,B
57,cv_1,65,33,50,"The candidate has relevant machine learning certifications and some programming skills, but lacks specific experience with required tools like TensorFlow, Ubuntu, and Matlab. The CV shows no research publications or conference participation, which are critical for the role. The focus on software engineering rather than data science research further reduces alignment.",15.0,17.0,A
57,cv_2,45,34,30,"The candidate has a strong software engineering background but lacks explicit Data Science, machine learning research, or academic teaching experience required by the job. Skills like Python and TensorFlow are not mentioned, and there is no evidence of research publications or conference participation.",15.0,4.0,B
57,cv_3,35,32,34,"The candidate's profile focuses on full-stack web development and DevOps, with no explicit mention of data science, machine learning, or research experience required by the job. While Python is a relevant skill, the CV lacks evidence of TensorFlow, classification algorithms, or academic publishing. The mismatch in core competencies and research responsibilities justifies a low score.",1.0,2.0,A
57,cv_4,88,22,60,"The candidate has strong skills in Python, deep learning, and PyTorch, which align with the job's technical requirements. However, the CV lacks explicit mention of TensorFlow, Ubuntu, and Matlab—tools specifically required in the job description. Additionally, there is no evidence of teaching experience or academic research publication, which are critical for the role as an enseignant vacataire. The partial match justifies a mid-range score.",28.0,38.0,A
57,cv_5,35,29,30,"The candidate has full-stack development experience but lacks explicit research, machine learning, or teaching experience required for the role. While they have technical skills, the absence of Python/TensorFlow/Matlab expertise and no academic publications or teaching roles significantly reduces alignment with the job description.",5.0,1.0,B
58,cv_1,88,29,75,"The candidate has strong Python backend experience with Django/FastAPI and PostgreSQL, aligning with core requirements. They mention Docker and GitHub Actions but lack explicit Ansible/AWS experience listed in the job. DevOps automation depth is partially covered, and AI/NLP skills add value but aren't critical here. The match is strong but incomplete.",13.0,46.0,A
58,cv_2,65,25,50,"The candidate has strong Python and Odoo development experience with Docker/Ansible, aligning with backend and DevOps requirements. However, the CV lacks explicit mention of full-stack web development (e.g., React, Django/Flask beyond Odoo), cloud tools (AWS), and database expertise (MySQL/PostgreSQL) emphasized in the job description. The AI/ML certifications are relevant but not critical for this role.",15.0,25.0,A
58,cv_3,88,23,50,"The candidate has Python skills and data science certifications, which partially align with the job's Python requirements. However, there's no evidence of DevOps experience (Docker, Ansible, GitHub Actions), full-stack web development (Django/Flask), or process automation—core requirements in the job description. The CV lacks specific project details or roles matching the technical stack and responsibilities listed.",38.0,27.0,B
58,cv_4,65,34,50,"The candidate has full-stack development experience with React and Java/Spring, aligning partially with the job's full-stack requirement. However, the job emphasizes Python (Django/Flask), DevOps tools (Docker, Ansible), and data correction processes, which are absent in the CV. The mismatch in core Python/DevOps skills reduces the score to a partial match.",15.0,16.0,A
58,cv_5,75,26,50,"The candidate has strong machine learning and deep learning experience, aligning with Python and DevOps tools like Docker/GitHub. However, the job requires full-stack web development (Django/Flask, React/Angular) and DevOps automation (Ansible, GitHub Actions) which are not demonstrated in the CV. The focus on geometric deep learning and research projects does not match the application development and deployment automation requirements.",25.0,24.0,B
59,cv_1,75,45,65,"The candidate has full-stack experience and AWS/DevOps certifications, aligning with core requirements. However, the CV lacks explicit mention of Next.js, Tailwind CSS, and GitHub Actions for CI/CD, which are critical in the job description. Partial match with some key skills missing.",10.0,20.0,A
