row_idx,job_snippet,score_cv_1,score_cv_2,score_cv_3,score_cv_4,score_cv_5,label_cv_1,label_cv_2,label_cv_3,label_cv_4,label_cv_5,predicted_best_cv,predicted_label,scores,labels
96,votre prochain défi professionnel est de rejoindre notre équipe en tant qu'ingén,0.9793788064803903,0.9613522128630706,0.9531579777160392,0.9774452932692361,0.9186817910351863,web developer junior,web developer junior,machine learning engineer,software(full stack),machine learning engineer,cv_1,web developer junior,"{'cv_1': 0.9793788064803903, 'cv_2': 0.9613522128630706, 'cv_3': 0.9531579777160392, 'cv_4': 0.9774452932692361, 'cv_5': 0.9186817910351863}","{'cv_1': 'web developer junior', 'cv_2': 'web developer junior', 'cv_3': 'machine learning engineer', 'cv_4': 'software(full stack)', 'cv_5': 'machine learning engineer'}"
97,votre prochain défi professionnel est une mission passionnante pour un frontend ,0.937180813481894,0.971443815902526,0.8389229817120147,0.9096927687521674,0.8665835559615883,software(full stack),backend engineer,reality solution designer,data science,machine learning engineer,cv_2,backend engineer,"{'cv_1': 0.937180813481894, 'cv_2': 0.971443815902526, 'cv_3': 0.8389229817120147, 'cv_4': 0.9096927687521674, 'cv_5': 0.8665835559615883}","{'cv_1': 'software(full stack)', 'cv_2': 'backend engineer', 'cv_3': 'reality solution designer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
98,votre prochain défi professionnel en tant qu'ingénieur logiciel senior ! nous re,0.9493084415699563,0.8593204669654955,0.9174492515064471,0.9345798473398956,0.9221291779246679,web developer junior,software(full stack),data science,machine learning engineer,machine learning engineer,cv_1,web developer junior,"{'cv_1': 0.9493084415699563, 'cv_2': 0.8593204669654955, 'cv_3': 0.9174492515064471, 'cv_4': 0.9345798473398956, 'cv_5': 0.9221291779246679}","{'cv_1': 'web developer junior', 'cv_2': 'software(full stack)', 'cv_3': 'data science', 'cv_4': 'machine learning engineer', 'cv_5': 'machine learning engineer'}"
99,"
   votre prochain défi professionnel est de rejoindre notre équipe de développe",0.9504271298970786,0.9369510096543824,0.8179840851358848,0.9163699454207251,0.8919894641262508,web developer junior,web developer junior,ntework engineer,machine learning engineer,machine learning engineer,cv_1,web developer junior,"{'cv_1': 0.9504271298970786, 'cv_2': 0.9369510096543824, 'cv_3': 0.8179840851358848, 'cv_4': 0.9163699454207251, 'cv_5': 0.8919894641262508}","{'cv_1': 'web developer junior', 'cv_2': 'web developer junior', 'cv_3': 'ntework engineer', 'cv_4': 'machine learning engineer', 'cv_5': 'machine learning engineer'}"
100,"
   votre prochain défi professionnel est de rejoindre notre équipe en tant que ",0.9707023401339838,0.9742959577862774,0.9694751299491153,0.9274485777647764,0.9077014691293787,full stack engineer,full stack engineer,full stack engineer,ai engineer,machine learning engineer,cv_2,full stack engineer,"{'cv_1': 0.9707023401339838, 'cv_2': 0.9742959577862774, 'cv_3': 0.9694751299491153, 'cv_4': 0.9274485777647764, 'cv_5': 0.9077014691293787}","{'cv_1': 'full stack engineer', 'cv_2': 'full stack engineer', 'cv_3': 'full stack engineer', 'cv_4': 'ai engineer', 'cv_5': 'machine learning engineer'}"
101,votre prochain défi professionnel est de rejoindre notre équipe en tant que busi,0.9714389132372974,0.9266694926423329,0.9266694926423329,0.9313344542886492,0.9073280503302127,data analyst,full stack engineer,full stack engineer,full stack engineer,machine learning engineer,cv_1,data analyst,"{'cv_1': 0.9714389132372974, 'cv_2': 0.9266694926423329, 'cv_3': 0.9266694926423329, 'cv_4': 0.9313344542886492, 'cv_5': 0.9073280503302127}","{'cv_1': 'data analyst', 'cv_2': 'full stack engineer', 'cv_3': 'full stack engineer', 'cv_4': 'full stack engineer', 'cv_5': 'machine learning engineer'}"
102,votre prochain défi professionnel est de rejoindre notre équipe de développement,0.9818071492277988,0.9744043166791936,0.9210652256943218,0.912591890729302,0.8862043303982394,frontend,web developer junior,full stack engineer,senior research scientist engineer,machine learning engineer,cv_1,frontend,"{'cv_1': 0.9818071492277988, 'cv_2': 0.9744043166791936, 'cv_3': 0.9210652256943218, 'cv_4': 0.912591890729302, 'cv_5': 0.8862043303982394}","{'cv_1': 'frontend', 'cv_2': 'web developer junior', 'cv_3': 'full stack engineer', 'cv_4': 'senior research scientist engineer', 'cv_5': 'machine learning engineer'}"
103,votre prochain défi professionnel est une opportunité d'évoluer en tant que data,0.9887705483746068,0.924905646009505,0.9573889676366006,0.8882535546653296,0.9471143322970657,data analyst,devops,full stack engineer,frontend,machine learning engineer,cv_1,data analyst,"{'cv_1': 0.9887705483746068, 'cv_2': 0.924905646009505, 'cv_3': 0.9573889676366006, 'cv_4': 0.8882535546653296, 'cv_5': 0.9471143322970657}","{'cv_1': 'data analyst', 'cv_2': 'devops', 'cv_3': 'full stack engineer', 'cv_4': 'frontend', 'cv_5': 'machine learning engineer'}"
104,mission passionnante pour un cloud solution architect expérimenté ! nous recherc,0.9867840919642776,0.8528254391949561,0.8177671091652678,0.9030313479783502,0.9221368813490631,devops,full stack engineer,software(full stack),senior research scientist engineer,machine learning engineer,cv_1,devops,"{'cv_1': 0.9867840919642776, 'cv_2': 0.8528254391949561, 'cv_3': 0.8177671091652678, 'cv_4': 0.9030313479783502, 'cv_5': 0.9221368813490631}","{'cv_1': 'devops', 'cv_2': 'full stack engineer', 'cv_3': 'software(full stack)', 'cv_4': 'senior research scientist engineer', 'cv_5': 'machine learning engineer'}"
105,"
   votre prochain défi professionnel est de rejoindre notre équipe en tant que ",0.976603844239524,0.9871676242818475,0.9647339501303268,0.9583374867373989,0.9572092702472589,web developer junior,backend engineer,cloud engineer,full stack engineer,machine learning engineer,cv_2,backend engineer,"{'cv_1': 0.976603844239524, 'cv_2': 0.9871676242818475, 'cv_3': 0.9647339501303268, 'cv_4': 0.9583374867373989, 'cv_5': 0.9572092702472589}","{'cv_1': 'web developer junior', 'cv_2': 'backend engineer', 'cv_3': 'cloud engineer', 'cv_4': 'full stack engineer', 'cv_5': 'machine learning engineer'}"
106,"
   votre prochain défi professionnel est de rejoindre une équipe dynamique en t",0.9823685027461699,0.9765762314793547,0.9821477861927999,0.8741301671907451,0.9451456851332447,backend engineer,full stack engineer,data science,reality solution designer,machine learning engineer,cv_1,backend engineer,"{'cv_1': 0.9823685027461699, 'cv_2': 0.9765762314793547, 'cv_3': 0.9821477861927999, 'cv_4': 0.8741301671907451, 'cv_5': 0.9451456851332447}","{'cv_1': 'backend engineer', 'cv_2': 'full stack engineer', 'cv_3': 'data science', 'cv_4': 'reality solution designer', 'cv_5': 'machine learning engineer'}"
107,"
   mission passionnante pour un expert en devops ! nous recherchons un architec",0.9860552431209983,0.930740560781207,0.9458803724297199,0.9168228947836564,0.8883107035747737,devops,backend engineer,dev ai,network engineer,machine learning engineer,cv_1,devops,"{'cv_1': 0.9860552431209983, 'cv_2': 0.930740560781207, 'cv_3': 0.9458803724297199, 'cv_4': 0.9168228947836564, 'cv_5': 0.8883107035747737}","{'cv_1': 'devops', 'cv_2': 'backend engineer', 'cv_3': 'dev ai', 'cv_4': 'network engineer', 'cv_5': 'machine learning engineer'}"
108,"mission passionnante pour un data analyst expérimenté en analyse de données, mod",0.9791053089049329,0.9457252687354256,0.9449989984806285,0.9541645972945675,0.9212560537324198,data analyst,full stack engineer,full stack engineer,full stack engineer,machine learning engineer,cv_1,data analyst,"{'cv_1': 0.9791053089049329, 'cv_2': 0.9457252687354256, 'cv_3': 0.9449989984806285, 'cv_4': 0.9541645972945675, 'cv_5': 0.9212560537324198}","{'cv_1': 'data analyst', 'cv_2': 'full stack engineer', 'cv_3': 'full stack engineer', 'cv_4': 'full stack engineer', 'cv_5': 'machine learning engineer'}"
109,votre prochain défi professionnel est de rejoindre notre équipe de recherche en ,0.9152217950224734,0.9353962066285149,0.9318735145171074,0.9101370578306189,0.9190507792326355,full stack engineer,backend engineer,backend engineer,senior research scientist engineer,machine learning engineer,cv_2,backend engineer,"{'cv_1': 0.9152217950224734, 'cv_2': 0.9353962066285149, 'cv_3': 0.9318735145171074, 'cv_4': 0.9101370578306189, 'cv_5': 0.9190507792326355}","{'cv_1': 'full stack engineer', 'cv_2': 'backend engineer', 'cv_3': 'backend engineer', 'cv_4': 'senior research scientist engineer', 'cv_5': 'machine learning engineer'}"
110,mission passionnante pour un jeune professionnel en cybersécurité ! nous recherc,0.7903065631093746,0.758900141092553,0.7278132033714716,0.7812090134135085,0.7273695008247791,web developer junior,full stack engineer,machine learning engineer,senior research scientist engineer,machine learning engineer,cv_1,web developer junior,"{'cv_1': 0.7903065631093746, 'cv_2': 0.758900141092553, 'cv_3': 0.7278132033714716, 'cv_4': 0.7812090134135085, 'cv_5': 0.7273695008247791}","{'cv_1': 'web developer junior', 'cv_2': 'full stack engineer', 'cv_3': 'machine learning engineer', 'cv_4': 'senior research scientist engineer', 'cv_5': 'machine learning engineer'}"
111,"
   votre prochain défi professionnel est de rejoindre notre équipe de développe",0.9490764316265423,0.8949242495502003,0.9215355740020988,0.0,0.9094880878838282,software(full stack),backend engineer,backend engineer,ntework engineer,machine learning engineer,cv_1,software(full stack),"{'cv_1': 0.9490764316265423, 'cv_2': 0.8949242495502003, 'cv_3': 0.9215355740020988, 'cv_4': 0.0, 'cv_5': 0.9094880878838282}","{'cv_1': 'software(full stack)', 'cv_2': 'backend engineer', 'cv_3': 'backend engineer', 'cv_4': 'ntework engineer', 'cv_5': 'machine learning engineer'}"
112,mission passionnante pour un cyber security analyst pour rejoindre notre équipe ,0.9521876298801204,0.980650829318977,0.9069754573222972,0.9495533787636035,0.9451838058369798,web developer junior,dev ai,reality solution designer,data analyst,machine learning engineer,cv_2,dev ai,"{'cv_1': 0.9521876298801204, 'cv_2': 0.980650829318977, 'cv_3': 0.9069754573222972, 'cv_4': 0.9495533787636035, 'cv_5': 0.9451838058369798}","{'cv_1': 'web developer junior', 'cv_2': 'dev ai', 'cv_3': 'reality solution designer', 'cv_4': 'data analyst', 'cv_5': 'machine learning engineer'}"
113,mission passionnante pour un développeur expérimenté en php et en technologies w,0.8748393127902211,0.9637459076373796,0.935450981661942,0.9679369346933855,0.9148662349900042,software(full stack),full stack engineer,machine learning engineer,data science,machine learning engineer,cv_4,data science,"{'cv_1': 0.8748393127902211, 'cv_2': 0.9637459076373796, 'cv_3': 0.935450981661942, 'cv_4': 0.9679369346933855, 'cv_5': 0.9148662349900042}","{'cv_1': 'software(full stack)', 'cv_2': 'full stack engineer', 'cv_3': 'machine learning engineer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
114,"
   votre prochain défi professionnel est de rejoindre notre équipe de recherche",0.9834497332365965,0.9427092096383554,0.9427092096383554,0.9210711030192537,0.8286690795295799,ai engineer,full stack engineer,full stack engineer,full stack engineer,full stack engineer,cv_1,ai engineer,"{'cv_1': 0.9834497332365965, 'cv_2': 0.9427092096383554, 'cv_3': 0.9427092096383554, 'cv_4': 0.9210711030192537, 'cv_5': 0.8286690795295799}","{'cv_1': 'ai engineer', 'cv_2': 'full stack engineer', 'cv_3': 'full stack engineer', 'cv_4': 'full stack engineer', 'cv_5': 'full stack engineer'}"
115,"
   mission passionnante pour un ingénieur logiciel & devops expérimenté ! nous ",0.9548936702545214,0.9689806092384841,0.987240856253079,0.6687882445533785,0.9261987943798937,web developer junior,data analyst,full stack engineer,cyber,machine learning engineer,cv_3,full stack engineer,"{'cv_1': 0.9548936702545214, 'cv_2': 0.9689806092384841, 'cv_3': 0.987240856253079, 'cv_4': 0.6687882445533785, 'cv_5': 0.9261987943798937}","{'cv_1': 'web developer junior', 'cv_2': 'data analyst', 'cv_3': 'full stack engineer', 'cv_4': 'cyber', 'cv_5': 'machine learning engineer'}"
116,votre prochain défi professionnel est de rejoindre notre équipe en tant que seni,0.9167340788313727,0.9555279528970095,0.887380814863149,0.7723876123176436,0.834469291035425,frontend,senior research scientist engineer,site reliability engineer,ntework engineer,full stack engineer,cv_2,senior research scientist engineer,"{'cv_1': 0.9167340788313727, 'cv_2': 0.9555279528970095, 'cv_3': 0.887380814863149, 'cv_4': 0.7723876123176436, 'cv_5': 0.834469291035425}","{'cv_1': 'frontend', 'cv_2': 'senior research scientist engineer', 'cv_3': 'site reliability engineer', 'cv_4': 'ntework engineer', 'cv_5': 'full stack engineer'}"
117,votre prochain défi professionnel est de rejoindre notre équipe en tant que devo,0.9174469270122062,0.8486514234033229,0.8748867194547986,0.8781957934385478,0.8285657476247769,devops,web developer junior,full stack engineer,reality solution designer,machine learning engineer,cv_1,devops,"{'cv_1': 0.9174469270122062, 'cv_2': 0.8486514234033229, 'cv_3': 0.8748867194547986, 'cv_4': 0.8781957934385478, 'cv_5': 0.8285657476247769}","{'cv_1': 'devops', 'cv_2': 'web developer junior', 'cv_3': 'full stack engineer', 'cv_4': 'reality solution designer', 'cv_5': 'machine learning engineer'}"
118,"
   opportunité pour un expert en systèmes linux et devops de rejoindre notre éq",0.9691615221303583,0.9564546744247433,0.9704803401655433,0.888381918828607,0.9025432642200121,web developer junior,full stack engineer,cloud engineer,senior research scientist engineer,machine learning engineer,cv_3,cloud engineer,"{'cv_1': 0.9691615221303583, 'cv_2': 0.9564546744247433, 'cv_3': 0.9704803401655433, 'cv_4': 0.888381918828607, 'cv_5': 0.9025432642200121}","{'cv_1': 'web developer junior', 'cv_2': 'full stack engineer', 'cv_3': 'cloud engineer', 'cv_4': 'senior research scientist engineer', 'cv_5': 'machine learning engineer'}"
119,nous sommes à la recherche d'un ingénieur data analyst pour rejoindre notre équi,0.9584823261653601,0.9085757217913019,0.9178761620724596,0.906206767806903,0.8883641928039184,data analyst,data science,full stack engineer,full stack engineer,machine learning engineer,cv_1,data analyst,"{'cv_1': 0.9584823261653601, 'cv_2': 0.9085757217913019, 'cv_3': 0.9178761620724596, 'cv_4': 0.906206767806903, 'cv_5': 0.8883641928039184}","{'cv_1': 'data analyst', 'cv_2': 'data science', 'cv_3': 'full stack engineer', 'cv_4': 'full stack engineer', 'cv_5': 'machine learning engineer'}"
120,opportunité pour un expert en développement full stack ! nous proposons un poste,0.936997870201912,0.9573270108960157,0.8997797922561603,0.8982512812508912,0.8604310206963606,full stack engineer,backend engineer,machine learning engineer,cloud engineer,machine learning engineer,cv_2,backend engineer,"{'cv_1': 0.936997870201912, 'cv_2': 0.9573270108960157, 'cv_3': 0.8997797922561603, 'cv_4': 0.8982512812508912, 'cv_5': 0.8604310206963606}","{'cv_1': 'full stack engineer', 'cv_2': 'backend engineer', 'cv_3': 'machine learning engineer', 'cv_4': 'cloud engineer', 'cv_5': 'machine learning engineer'}"
121,"
   opportunité pour un expert en analyse de données chez notre entreprise. 
   ",0.9733118253014137,0.9060766196380765,0.9411964226199665,0.0,0.932987984089935,data analyst,site reliability engineer,cloud engineer,reality solution designer,network engineer,cv_1,data analyst,"{'cv_1': 0.9733118253014137, 'cv_2': 0.9060766196380765, 'cv_3': 0.9411964226199665, 'cv_4': 0.0, 'cv_5': 0.932987984089935}","{'cv_1': 'data analyst', 'cv_2': 'site reliability engineer', 'cv_3': 'cloud engineer', 'cv_4': 'reality solution designer', 'cv_5': 'network engineer'}"
122,"
   opportunité pour un expert en apprentissage automatique et deep learning. no",0.9575984547021659,0.9067918274454976,0.8794653207078016,0.8759116779749164,0.8531431380393364,ai engineer,web developer junior,full stack engineer,full stack engineer,backend engineer,cv_1,ai engineer,"{'cv_1': 0.9575984547021659, 'cv_2': 0.9067918274454976, 'cv_3': 0.8794653207078016, 'cv_4': 0.8759116779749164, 'cv_5': 0.8531431380393364}","{'cv_1': 'ai engineer', 'cv_2': 'web developer junior', 'cv_3': 'full stack engineer', 'cv_4': 'full stack engineer', 'cv_5': 'backend engineer'}"
123,"
   opportunité pour un expert en développement de logiciels et iot à rejoindre ",0.984819104227532,0.9227556543120914,0.9225035007083575,0.9142440986452621,0.9135485996782703,devops,full stack engineer,machine learning engineer,frontend,machine learning engineer,cv_1,devops,"{'cv_1': 0.984819104227532, 'cv_2': 0.9227556543120914, 'cv_3': 0.9225035007083575, 'cv_4': 0.9142440986452621, 'cv_5': 0.9135485996782703}","{'cv_1': 'devops', 'cv_2': 'full stack engineer', 'cv_3': 'machine learning engineer', 'cv_4': 'frontend', 'cv_5': 'machine learning engineer'}"
124,nous sommes à la recherche d'un expert en calcul quantique pour rejoindre notre ,0.7014025658079002,0.7930633168063019,0.784960433809094,0.7167907371643658,0.6732014666029514,full stack engineer,software(full stack),software(full stack),data analyst,full stack engineer,cv_2,software(full stack),"{'cv_1': 0.7014025658079002, 'cv_2': 0.7930633168063019, 'cv_3': 0.784960433809094, 'cv_4': 0.7167907371643658, 'cv_5': 0.6732014666029514}","{'cv_1': 'full stack engineer', 'cv_2': 'software(full stack)', 'cv_3': 'software(full stack)', 'cv_4': 'data analyst', 'cv_5': 'full stack engineer'}"
125,nous sommes à la recherche d'un expert devops & développeur full stack php / js ,0.9392288770587232,0.8872829748388305,0.8429872442064981,0.8634929749162437,0.8773382782733159,full stack engineer,machine learning engineer,reality solution designer,senior research scientist engineer,machine learning engineer,cv_1,full stack engineer,"{'cv_1': 0.9392288770587232, 'cv_2': 0.8872829748388305, 'cv_3': 0.8429872442064981, 'cv_4': 0.8634929749162437, 'cv_5': 0.8773382782733159}","{'cv_1': 'full stack engineer', 'cv_2': 'machine learning engineer', 'cv_3': 'reality solution designer', 'cv_4': 'senior research scientist engineer', 'cv_5': 'machine learning engineer'}"
126,"
   opportunité pour un expert en développement backend à rejoindre notre équipe",0.9753470883377233,0.9046291198964063,0.9659513761719056,0.9719128266747983,0.9040369441126086,backend engineer,backend engineer,cloud engineer,data science,machine learning engineer,cv_1,backend engineer,"{'cv_1': 0.9753470883377233, 'cv_2': 0.9046291198964063, 'cv_3': 0.9659513761719056, 'cv_4': 0.9719128266747983, 'cv_5': 0.9040369441126086}","{'cv_1': 'backend engineer', 'cv_2': 'backend engineer', 'cv_3': 'cloud engineer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
127,"
   opportunité pour un expert devops chez notre entreprise. nous sommes actuell",0.9900190881325845,0.9642236955621364,0.9312071386843122,0.884034950040219,0.9236406006596312,devops,full stack engineer,full stack engineer,reality solution designer,machine learning engineer,cv_1,devops,"{'cv_1': 0.9900190881325845, 'cv_2': 0.9642236955621364, 'cv_3': 0.9312071386843122, 'cv_4': 0.884034950040219, 'cv_5': 0.9236406006596312}","{'cv_1': 'devops', 'cv_2': 'full stack engineer', 'cv_3': 'full stack engineer', 'cv_4': 'reality solution designer', 'cv_5': 'machine learning engineer'}"
128,opportunité pour un expert en intelligence artificielle et en apprentissage auto,0.9524010434160866,0.9464832095279967,0.9193156242366164,0.8981446525556928,0.8239678739554814,senior research scientist engineer,web developer junior,software(full stack),backend engineer,full stack engineer,cv_1,senior research scientist engineer,"{'cv_1': 0.9524010434160866, 'cv_2': 0.9464832095279967, 'cv_3': 0.9193156242366164, 'cv_4': 0.8981446525556928, 'cv_5': 0.8239678739554814}","{'cv_1': 'senior research scientist engineer', 'cv_2': 'web developer junior', 'cv_3': 'software(full stack)', 'cv_4': 'backend engineer', 'cv_5': 'full stack engineer'}"
129,opportunité pour un expert en ingénierie logicielle chez une entreprise innovant,0.9156307842182556,0.8989684726260974,0.9201692799705317,0.8818124935786665,0.8641375588659902,full stack engineer,web developer junior,cloud engineer,ntework engineer,machine learning engineer,cv_3,cloud engineer,"{'cv_1': 0.9156307842182556, 'cv_2': 0.8989684726260974, 'cv_3': 0.9201692799705317, 'cv_4': 0.8818124935786665, 'cv_5': 0.8641375588659902}","{'cv_1': 'full stack engineer', 'cv_2': 'web developer junior', 'cv_3': 'cloud engineer', 'cv_4': 'ntework engineer', 'cv_5': 'machine learning engineer'}"
130,nous sommes à la recherche d'un expert en cybersécurité pour rejoindre notre équ,0.7665868999893135,0.7011080873970255,0.7913167440796749,0.7866865767878842,0.7273695008247791,software(full stack),web developer junior,backend engineer,data science,machine learning engineer,cv_3,backend engineer,"{'cv_1': 0.7665868999893135, 'cv_2': 0.7011080873970255, 'cv_3': 0.7913167440796749, 'cv_4': 0.7866865767878842, 'cv_5': 0.7273695008247791}","{'cv_1': 'software(full stack)', 'cv_2': 'web developer junior', 'cv_3': 'backend engineer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
131,nous sommes à la recherche d'un architecte réseau expérimenté pour occuper un po,0.0,0.0,0.0,0.0,0.0,network engineer,cyber,full stack engineer,data science,machine learning engineer,cv_1,network engineer,"{'cv_1': 0.0, 'cv_2': 0.0, 'cv_3': 0.0, 'cv_4': 0.0, 'cv_5': 0.0}","{'cv_1': 'network engineer', 'cv_2': 'cyber', 'cv_3': 'full stack engineer', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
132,nous sommes à la recherche d'un chef de projet - développeur back-end expériment,0.9581540333145346,0.8745378958188419,0.9441898652836068,0.9280761690098726,0.869276740217601,web developer junior,devops,data analyst,cloud engineer,machine learning engineer,cv_1,web developer junior,"{'cv_1': 0.9581540333145346, 'cv_2': 0.8745378958188419, 'cv_3': 0.9441898652836068, 'cv_4': 0.9280761690098726, 'cv_5': 0.869276740217601}","{'cv_1': 'web developer junior', 'cv_2': 'devops', 'cv_3': 'data analyst', 'cv_4': 'cloud engineer', 'cv_5': 'machine learning engineer'}"
133,nous recherchons un ingénieur api/backend expérimenté pour rejoindre notre équip,0.9755828228190799,0.9670982427819858,0.9330521367615258,0.9545057910121693,0.9276769552938741,backend engineer,full stack engineer,backend engineer,full stack engineer,machine learning engineer,cv_1,backend engineer,"{'cv_1': 0.9755828228190799, 'cv_2': 0.9670982427819858, 'cv_3': 0.9330521367615258, 'cv_4': 0.9545057910121693, 'cv_5': 0.9276769552938741}","{'cv_1': 'backend engineer', 'cv_2': 'full stack engineer', 'cv_3': 'backend engineer', 'cv_4': 'full stack engineer', 'cv_5': 'machine learning engineer'}"
134,opportunité pour un expert en développement full-stack chez nous. nous rechercho,0.9617127355994133,0.9142740584582463,0.9573599709526164,0.9243734828994772,0.8863579897138076,full stack engineer,frontend,software(full stack),data science,machine learning engineer,cv_1,full stack engineer,"{'cv_1': 0.9617127355994133, 'cv_2': 0.9142740584582463, 'cv_3': 0.9573599709526164, 'cv_4': 0.9243734828994772, 'cv_5': 0.8863579897138076}","{'cv_1': 'full stack engineer', 'cv_2': 'frontend', 'cv_3': 'software(full stack)', 'cv_4': 'data science', 'cv_5': 'machine learning engineer'}"
135,opportunité pour un expert en développement backend chez notre entreprise. nous ,0.9631101348165461,0.9450273476760078,0.8911480813137223,0.8891584495483633,0.8444298666261002,web developer junior,full stack engineer,web developer junior,full stack engineer,machine learning engineer,cv_1,web developer junior,"{'cv_1': 0.9631101348165461, 'cv_2': 0.9450273476760078, 'cv_3': 0.8911480813137223, 'cv_4': 0.8891584495483633, 'cv_5': 0.8444298666261002}","{'cv_1': 'web developer junior', 'cv_2': 'full stack engineer', 'cv_3': 'web developer junior', 'cv_4': 'full stack engineer', 'cv_5': 'machine learning engineer'}"
136,"
   opportunité pour un expert en intelligence artificielle et en traitement du ",0.926986389328295,0.8848310635402239,0.8908489313741443,0.8911742050381446,0.9130995042733199,full stack engineer,web developer junior,senior research scientist engineer,senior research scientist engineer,machine learning engineer,cv_1,full stack engineer,"{'cv_1': 0.926986389328295, 'cv_2': 0.8848310635402239, 'cv_3': 0.8908489313741443, 'cv_4': 0.8911742050381446, 'cv_5': 0.9130995042733199}","{'cv_1': 'full stack engineer', 'cv_2': 'web developer junior', 'cv_3': 'senior research scientist engineer', 'cv_4': 'senior research scientist engineer', 'cv_5': 'machine learning engineer'}"
137,opportunité pour un expert en développement de logiciels à rejoindre notre équip,0.866729648999968,0.9153938743015313,0.8953162836680255,0.817526075176225,0.8421878229108748,frontend,full stack engineer,web developer junior,senior research scientist engineer,machine learning engineer,cv_2,full stack engineer,"{'cv_1': 0.866729648999968, 'cv_2': 0.9153938743015313, 'cv_3': 0.8953162836680255, 'cv_4': 0.817526075176225, 'cv_5': 0.8421878229108748}","{'cv_1': 'frontend', 'cv_2': 'full stack engineer', 'cv_3': 'web developer junior', 'cv_4': 'senior research scientist engineer', 'cv_5': 'machine learning engineer'}"
138,"
   opportunité pour un expert en développement logiciel full stack chez une ent",0.9454819066542282,0.9720537507435936,0.9234638616813234,0.9022460945962856,0.8835837154465449,web developer junior,backend engineer,machine learning engineer,ai engineer,machine learning engineer,cv_2,backend engineer,"{'cv_1': 0.9454819066542282, 'cv_2': 0.9720537507435936, 'cv_3': 0.9234638616813234, 'cv_4': 0.9022460945962856, 'cv_5': 0.8835837154465449}","{'cv_1': 'web developer junior', 'cv_2': 'backend engineer', 'cv_3': 'machine learning engineer', 'cv_4': 'ai engineer', 'cv_5': 'machine learning engineer'}"
139,opportunité pour un expert en analyse de données chez notre entreprise. nous som,0.9825535654416473,0.8127189150993395,0.9345962319912575,0.964578942611738,0.921970651174817,data analyst,network engineer,senior research scientist engineer,machine learning engineer,machine learning engineer,cv_1,data analyst,"{'cv_1': 0.9825535654416473, 'cv_2': 0.8127189150993395, 'cv_3': 0.9345962319912575, 'cv_4': 0.964578942611738, 'cv_5': 0.921970651174817}","{'cv_1': 'data analyst', 'cv_2': 'network engineer', 'cv_3': 'senior research scientist engineer', 'cv_4': 'machine learning engineer', 'cv_5': 'machine learning engineer'}"
140,"
   opportunité pour un expert en data science chez notre entreprise ! nous rech",0.9736840189077269,0.9695109440964117,0.9656144124396536,0.9392721925465384,0.9584662422330754,data analyst,devops,full stack engineer,reality solution designer,machine learning engineer,cv_1,data analyst,"{'cv_1': 0.9736840189077269, 'cv_2': 0.9695109440964117, 'cv_3': 0.9656144124396536, 'cv_4': 0.9392721925465384, 'cv_5': 0.9584662422330754}","{'cv_1': 'data analyst', 'cv_2': 'devops', 'cv_3': 'full stack engineer', 'cv_4': 'reality solution designer', 'cv_5': 'machine learning engineer'}"
141,nous sommes à la recherche d'un développeur full-stack expérimenté pour rejoindr,0.9440814699745232,0.9223679592845779,0.9644033226092728,0.8870982980763533,0.8914455052404848,web developer junior,full stack engineer,dev ai,senior research scientist engineer,machine learning engineer,cv_3,dev ai,"{'cv_1': 0.9440814699745232, 'cv_2': 0.9223679592845779, 'cv_3': 0.9644033226092728, 'cv_4': 0.8870982980763533, 'cv_5': 0.8914455052404848}","{'cv_1': 'web developer junior', 'cv_2': 'full stack engineer', 'cv_3': 'dev ai', 'cv_4': 'senior research scientist engineer', 'cv_5': 'machine learning engineer'}"
142,"
   opportunité pour un expert data engineer chez notre entreprise. nous sommes ",0.9825292132989789,0.9416577648101925,0.9666545735809438,0.9432065992085625,0.9499679540814088,data analyst,full stack engineer,full stack engineer,full stack engineer,machine learning engineer,cv_1,data analyst,"{'cv_1': 0.9825292132989789, 'cv_2': 0.9416577648101925, 'cv_3': 0.9666545735809438, 'cv_4': 0.9432065992085625, 'cv_5': 0.9499679540814088}","{'cv_1': 'data analyst', 'cv_2': 'full stack engineer', 'cv_3': 'full stack engineer', 'cv_4': 'full stack engineer', 'cv_5': 'machine learning engineer'}"
143,opportunité pour un expert en développement logiciel expérimenté dans les techno,0.9265309878550165,0.8548718727383986,0.757503889314803,0.6543137384584897,0.7872583194978735,web developer junior,cloud engineer,devops,network engineer,machine learning engineer,cv_1,web developer junior,"{'cv_1': 0.9265309878550165, 'cv_2': 0.8548718727383986, 'cv_3': 0.757503889314803, 'cv_4': 0.6543137384584897, 'cv_5': 0.7872583194978735}","{'cv_1': 'web developer junior', 'cv_2': 'cloud engineer', 'cv_3': 'devops', 'cv_4': 'network engineer', 'cv_5': 'machine learning engineer'}"
