job_idx,cv_col,score_a,score_b,judge_score,reasoning,delta_a,delta_b,closer_system
61,cv_5,20,36,25,"The candidate has strong full-stack development experience but lacks academic qualifications, research experience, or expertise in AI/IoT domains required for the professor/researcher role. The CV shows no alignment with machine learning, neural networks, or academic teaching responsibilities.",5.0,11.0,A
62,cv_1,80,39,50,"The candidate has relevant Agile experience and teamwork skills, but lacks explicit frontend development expertise (e.g., React, Vue.js) and specific tools like Azure DevOps mentioned in the job. Full-stack and Node.js skills are backend-focused, not a perfect match for frontend requirements.",30.0,11.0,B
62,cv_2,85,37,50,"The candidate has strong software engineering experience and Agile familiarity, but the CV lacks explicit frontend development skills (e.g., JavaScript, React, UX/UI design) required by the job. Certifications and backend/cloud expertise are relevant but insufficient for a frontend role. Partial alignment with collaboration and tooling requirements.",35.0,13.0,B
62,cv_3,85,52,55,"The candidate has strong backend and architecture experience with Agile methodologies and tools like Azure DevOps, which aligns partially with the job requirements. However, the CV lacks explicit frontend development skills (e.g., HTML/CSS, JavaScript frameworks) and UX/accessibility expertise critical for the role, resulting in a partial match.",30.0,3.0,B
62,cv_4,80,25,0,"The candidate is a Data Scientist with expertise in machine learning, computer vision, and data analysis, but no frontend development skills or experience with web design, UX/UI, or the required tools (Azure DevOps, GitHub Actions). The profile is completely unrelated to the Frontend Developer role.",80.0,25.0,B
62,cv_5,80,22,25,"The candidate's profile is focused on machine learning and backend development (NestJS, Deep Learning) with no explicit frontend skills (HTML/CSS/JS frameworks, UI/UX) required for the role. While they have technical experience, the specialization mismatch makes them a poor fit for a frontend position requiring design collaboration and Agile tools.",55.0,3.0,B
63,cv_1,20,44,35,"The candidate has partial relevant skills (Docker, DevOps, Java/Spring Boot) but lacks critical requirements like Python/Go expertise and direct security experience. The academic focus and internship-seeking status also suggest insufficient professional experience for the role.",15.0,9.0,B
63,cv_2,40,45,40,"The candidate has strong web development skills (React, Angular, Flutter) and experience in full-stack development, but the CV lacks explicit mention of security expertise, Python/Go/Linux/Docker technologies, or experience in designing security solutions. The job requires both software development and security specialization, which is not fully aligned with the candidate's profile.",0.0,5.0,A
63,cv_3,80,39,50,"The candidate has full-stack development experience with Java/Angular and Linux, which partially aligns with the job's technical requirements. However, the CV lacks explicit mention of security-focused skills (e.g., threat detection, secure development practices) or experience with Python/Go/Docker emphasized in the job description. The role requires security strategy expertise, which is not demonstrated here.",30.0,11.0,B
63,cv_4,80,33,50,"The candidate has strong AI/ML expertise and Python skills (via FastAPI), but lacks explicit security experience, threat detection work, or software security implementation mentioned in the job requirements. The CV focuses on machine learning engineering rather than the security and development operations emphasized in the role.",30.0,17.0,B
63,cv_5,80,23,50,"The candidate has software development experience (Python, DevOps) and machine learning expertise, but lacks explicit security-focused skills (e.g., threat detection, secure development processes) and technologies like Go/Docker mentioned in the job. The CV emphasizes deep learning projects unrelated to security strategy or system protection requirements.",30.0,27.0,B
64,cv_1,40,38,35,"The candidate lacks critical requirements: no blockchain/federated learning expertise, no PhD-level academic background, and no direct experience with smart grids or wireless sensor networks. Partial alignment exists in project management (Scrum) and software development skills, but core technical and academic qualifications are missing.",5.0,3.0,B
64,cv_2,40,31,35,"The candidate has 4 years of frontend development experience but lacks a PhD, blockchain expertise, and research experience in federated learning/smart grids required by the job. The profile aligns with web development skills but misses core academic and technical requirements.",5.0,4.0,B
64,cv_3,80,49,50,"The candidate has strong DevOps and cloud engineering skills but lacks the PhD in Information Systems Engineering and blockchain/federated learning expertise required for the role. The job demands academic research experience in blockchain for smart grids, which is not present in the CV.",30.0,1.0,B
64,cv_4,85,44,50,"The candidate has strong machine learning experience but lacks explicit blockchain, federated learning, and smart grid expertise required. The PhD in Information Systems Engineering is also unmentioned, making the match partial.",35.0,6.0,B
64,cv_5,85,30,50,"The candidate has strong machine learning and deep learning experience, including a relevant internship in geometric deep learning. However, the job requires a PhD in Information Systems Engineering (not demonstrated), blockchain expertise (not mentioned), and specific domain knowledge in smart grids/federated learning (only general ML experience shown).",35.0,20.0,B
65,cv_1,80,19,50,"The candidate has relevant Full-Stack development experience and agile methodology knowledge, but lacks specific required technologies like PHP/Symfony, Bootstrap, and MySQL/PostgreSQL. Their Node.js and Oracle database experience don't align with the job's core requirements.",30.0,31.0,A
65,cv_2,20,31,0,"The candidate's profile is entirely unrelated to the junior Web developer role. They have no experience with required technologies like PHP, Symfony, Docker, or Bootstrap, and their expertise lies in machine learning and digital transformation leadership, not web development.",20.0,31.0,A
65,cv_3,85,28,50,"The candidate has relevant experience in frontend development and Git, but lacks key required skills like PHP, Symfony, and PostgreSQL. The job requires junior-level experience, but the candidate has over 4 years of professional experience, creating a mismatch in seniority. Partial alignment with Agile and CI/CD concepts is present.",35.0,22.0,B
65,cv_4,40,26,30,"The candidate has a Computer Science degree but lacks direct experience with required web development technologies like PHP, Symfony, Docker, or Bootstrap. Their experience in data science and machine learning is unrelated to the job's core requirements, though their educational background provides partial alignment.",10.0,4.0,B
65,cv_5,80,33,50,"The candidate has relevant skills like Docker, Git, and CI/CD, but lacks core web development expertise in PHP/Symfony, Bootstrap, and MySQL/PostgreSQL required for the junior Web developer role. Their experience is focused on machine learning and geometric deep learning, which is unrelated to the job's primary technical requirements.",30.0,17.0,B
66,cv_1,85,43,75,"The candidate has strong React, TypeScript, and frontend development experience aligning with most core requirements. However, the job explicitly requests Next.js and Vue.js expertise which are missing from the CV. The senior-level experience (4+ years) is present, but UI/UX design principles are not explicitly demonstrated. Partial match with key gaps.",10.0,32.0,A
66,cv_2,85,63,50,"The candidate has 10+ years of software engineering experience and relevant certifications, but the CV emphasizes backend/cloud-native development and AI governance rather than the required frontend expertise in React, Next.js, TypeScript, and Vue.js. The job requires senior-level frontend specialization which is not clearly demonstrated.",35.0,13.0,B
66,cv_3,85,37,50,"The candidate has senior software engineering experience and relevant certifications, but the CV lacks explicit mentions of required frontend technologies like React, Next.js, TypeScript, and Vue.js. The focus on backend/cloud-native services and AI adoption partially aligns but misses core frontend expertise specified in the job description.",35.0,13.0,B
66,cv_4,80,60,30,"The candidate's profile focuses on data science, machine learning, and backend development (Python, AI), but lacks explicit frontend engineering experience with React, Next.js, or Vue.js required by the Senior Frontend Engineer role. While they have technical depth, the mismatch in core frontend frameworks and UI/UX focus significantly reduces alignment.",50.0,30.0,B
66,cv_5,80,35,25,"The candidate's profile focuses on machine learning and backend technologies (NestJS, DevOps) with no mention of frontend frameworks like React, Vue.js, or UI/UX design principles required for the Senior Frontend Engineer role. The experience in geometric deep learning and Alzheimer's classification is unrelated to frontend development.",55.0,10.0,B
67,cv_1,85,46,65,"The candidate has strong front-end experience with JavaScript, React, and Redux, which aligns with core requirements. However, the CV lacks explicit mention of NextJS, TailwindCSS, and Bootstrap—key technologies listed in the job description. While full-stack experience and project collaboration are present, the absence of specific frameworks reduces the match score.",20.0,19.0,B
67,cv_2,20,23,20,"The candidate's profile focuses on Site Reliability Engineering, DevOps, and cloud infrastructure with no mention of front-end technologies like JavaScript, React, or CSS required for the role. The skills and experience are entirely misaligned with the job's core requirements.",0.0,3.0,A
67,cv_3,80,30,50,"The candidate has relevant software engineering experience and teaching skills, but lacks explicit front-end technologies (React, NextJS, TailwindCSS) required by the job. Core front-end stack mismatch makes this a partial match.",30.0,20.0,B
67,cv_4,80,29,50,"The candidate has strong full-stack .NET and Angular experience but lacks explicit mention of required front-end technologies like React, NextJS, TailwindCSS, and Bootstrap. While some front-end skills (Angular) are present, the core stack mismatch reduces alignment with the job's specific requirements.",30.0,21.0,B
67,cv_5,20,17,15,"The candidate's profile focuses on machine learning and back-end development (e.g., Deep Learning, NestJS) with no explicit mention of required front-end technologies like React, NextJS, or CSS frameworks. While the internship involved converting designs to code, the CV lacks specific front-end skill alignment, making the match weak.",5.0,2.0,B
68,cv_1,80,33,65,"The candidate demonstrates strong alignment with full-stack development (Java/Spring Boot, React) and machine learning skills (certifications in supervised learning, AI/ML). However, the CV lacks detailed project examples, professional experience beyond academic roles, and explicit mention of collaboration with design teams. The student status suggests limited professional maturity compared to the job's collaborative and scalable development requirements.",15.0,32.0,A
68,cv_2,20,55,50,"The candidate has strong data analysis skills (Power BI, Python, SQL) but lacks explicit full-stack web development experience required by the job. Key requirements like building secure web applications, collaboration with design teams, and machine learning integration are not addressed in the CV. Partial match on technical skills but missing core full-stack competencies.",30.0,5.0,B
68,cv_3,85,47,65,"The candidate has strong cloud and DevOps skills (GCP, Azure, AWS, Kubernetes, Docker) relevant to backend infrastructure, but the job requires full-stack web development expertise (frontend/backend frameworks, web application design) which is not explicitly demonstrated. AI/ML certifications align partially with the role's machine learning focus, but lacks clear full-stack development experience.",20.0,18.0,B
68,cv_4,20,44,30,"The candidate's profile is focused on telecommunications and electrical engineering, with no direct experience in full-stack software development, web application design, or machine learning integration. While soft skills like teamwork are present, critical technical requirements for the role are unmet.",10.0,14.0,A
68,cv_5,85,50,50,"The candidate has strong machine learning and deep learning expertise, aligning with the AI integration aspect of the job. However, the CV lacks evidence of full-stack web development skills (e.g., frameworks, databases, front-end/back-end experience) central to the role. The focus on geometric deep learning and medical classification suggests a specialized ML profile rather than the required full-stack developer role.",35.0,0.0,B
73,cv_1,20,48,50,"The candidate has foundational ML knowledge via certifications and software engineering skills, but lacks advanced AI/ML project experience, team leadership, and computer vision expertise required for the R&D leadership role. Their focus on full-stack development and DevOps tools only partially aligns with the job's core requirements.",30.0,2.0,B
73,cv_2,80,47,55,"The candidate has relevant AI certifications and Agile/Scrum experience, aligning partially with project management and strategic planning aspects. However, there is no evidence of leading interdisciplinary teams, advanced machine learning/vision systems development, or R&D deployment experience explicitly mentioned in the CV, which are critical for the role.",25.0,8.0,B
73,cv_3,20,51,40,"The candidate has relevant data science certifications and analytical experience but lacks explicit AI/ML or computer vision expertise required for the R&D role. Leadership experience in interdisciplinary teams and technical project management are also missing from the CV, which are critical for the position.",20.0,11.0,B
73,cv_4,85,50,70,"The candidate demonstrates strong technical skills in machine learning and data engineering (e.g., image segmentation, tensor transformations) with measurable results (40% performance improvement). However, the CV lacks explicit evidence of leading interdisciplinary teams, defining R&D strategies, or transitioning projects from research to production—key leadership requirements in the job description. Certifications and tools align partially but don't fully address the strategic and managerial aspects.",15.0,20.0,A
73,cv_5,20,31,25,"The candidate has full-stack development experience and a computer science degree, which partially aligns with the technical requirements. However, there is no mention of machine learning, AI, or computer vision expertise, which are critical for the role. Leadership in R&D teams and project management experience are also absent, making the match weak.",5.0,6.0,A
74,cv_1,85,40,75,"The candidate has strong skills in Kubernetes, Docker, Ansible, and AWS, aligning with key job requirements. However, the CV lacks explicit mention of Terraform (required in the job description) and detailed experience with production environment management or security compliance strategies. Certifications and DevOps experience partially offset these gaps.",10.0,35.0,A
74,cv_2,85,47,70,"The candidate has strong AWS, Docker, and Terraform experience with DevOps expertise, aligning with most core requirements. However, the CV lacks explicit mention of Kubernetes and Ansible (both critical in the job description) and does not address security/compliance strategy responsibilities. The 4.5-year experience duration supports the 'expérimenté' requirement.",15.0,23.0,A
74,cv_3,20,43,50,"The candidate has relevant skills in Docker, CI/CD, and AWS, which align partially with the job's requirements. However, the CV lacks explicit mention of Kubernetes, Terraform, Ansible, and infrastructure security/compliance experience emphasized in the job description. The focus on machine learning rather than cloud infrastructure management further reduces alignment.",30.0,7.0,B
74,cv_4,40,33,30,"The candidate lacks critical cloud engineering skills (Kubernetes, Terraform, AWS) and experience in infrastructure management required for the role. While he has full-stack development experience and some networking certification (CCNA), these do not align with the job's focus on cloud architecture, security, and automation.",10.0,3.0,B
74,cv_5,80,23,50,"The candidate has DevOps experience but lacks explicit mention of critical cloud engineering skills like AWS, Terraform, Kubernetes, or infrastructure management required by the job. Their focus on machine learning and geometric deep learning research does not align with the infrastructure deployment and security requirements.",30.0,27.0,B
75,cv_1,85,34,50,"The candidate has relevant web development experience and agile methodology knowledge, but lacks explicit mention of required skills like PHP, WordPress, Figma, and legal/insurance domain understanding. The CV emphasizes Node.js/Full-Stack rather than the specified tech stack.",35.0,16.0,B
75,cv_2,80,40,35,"The candidate's profile focuses on software engineering, data science, and academic teaching, with no mention of web development skills (HTML/CSS/JavaScript/PHP, WordPress, GIT, Figma) or insurance/legal domain knowledge required for the role. Core technical requirements are entirely unmet.",45.0,5.0,B
75,cv_3,85,36,50,"The candidate has backend development experience and Git skills, which partially align with the job. However, critical frontend skills (HTML/CSS/JavaScript/PHP), WordPress, and Figma expertise are missing. The financial tech background doesn't fully match the insurance/legal focus mentioned in the job description.",35.0,14.0,B
75,cv_4,20,39,20,"The candidate's profile focuses on game development (Unity, C#, AR/VR) with no mention of required web development skills (HTML, CSS, PHP, WordPress). The job requires core web technologies and insurance/legal domain knowledge, which are entirely absent from the CV. Only minor overlap exists in Trello usage.",0.0,19.0,A
75,cv_5,80,36,35,"The candidate's profile is focused on machine learning and DevOps, with no explicit mention of required web development skills (HTML/CSS/JavaScript/PHP, WordPress, Figma) or insurance domain knowledge. While she has technical experience, the core requirements for the junior web developer role are unmet.",45.0,1.0,B
76,cv_1,20,46,45,"The candidate has basic machine learning certifications and software engineering skills but lacks specific experience in NLP, speech recognition, or advanced ML model implementation. The focus on full-stack development and DevOps tools aligns partially with the job's collaboration requirements, but core ML expertise is insufficient for an 'expert' role.",25.0,1.0,B
76,cv_2,85,42,75,"The candidate has strong machine learning experience and relevant technical skills (PyTorch, TensorFlow, MLOps), but lacks explicit NLP/voice recognition expertise mentioned in the job requirements. Their experience aligns partially with the collaboration and model development aspects, but key specialization gaps exist.",10.0,33.0,A
76,cv_3,20,43,30,"The candidate has strong software engineering experience with Java/Spring/Angular but no explicit machine learning, NLP, or speech recognition expertise mentioned in the CV. The role requires advanced ML skills not demonstrated here, resulting in a partial match.",10.0,13.0,A
76,cv_4,40,52,50,"The candidate has strong backend and cloud development experience but lacks explicit machine learning, NLP, or speech recognition expertise required by the job. While they used AI services in a project, this doesn't demonstrate advanced model development capabilities. The role requires deeper ML specialization not evident in the CV.",10.0,2.0,B
76,cv_5,20,35,30,"The candidate has strong full-stack development experience but lacks explicit expertise in machine learning, natural language processing, or speech recognition required by the job. While their technical background is relevant, the absence of ML-specific skills and projects results in a partial match.",10.0,5.0,B
77,cv_1,80,59,55,"The candidate has strong frontend skills (ReactJS, JavaScript) and some backend experience, but lacks explicit PHP/Laravel/MySQL expertise required by the job. While she mentions 'FullStack JS' and backend capabilities, the specific technologies (PHP, Laravel) are absent, creating a partial match with critical requirements missing.",25.0,4.0,B
77,cv_2,85,49,50,"The candidate has relevant DevOps and cloud-native experience but lacks the core backend stack (PHP, Laravel, MySQL) explicitly required in the job description. While they possess some frontend skills (HTML5, CSS3), they miss Bootstrap and JavaScript. The role emphasizes traditional backend development, which is not the candidate's primary expertise.",35.0,1.0,B
77,cv_3,85,52,50,"The candidate has full-stack experience with NodeJS and ReactJS but lacks explicit PHP/Laravel expertise required for the backend role. While they possess frontend skills (HTML5, CSS3) and Agile experience, the core backend stack (PHP, Laravel, MySQL) is missing, making the match partial.",35.0,2.0,B
77,cv_4,20,27,25,"The candidate's expertise lies in machine learning and AI (e.g., Python, PyTorch, computer vision), which is unrelated to the required backend stack (PHP, Laravel, MySQL). While some technical skills like Docker and Git are relevant, core job requirements are unmet. The CV lacks mention of RESTful API development, database optimization, or frontend integration experience specified in the job description.",5.0,2.0,B
77,cv_5,20,25,20,"The candidate's profile focuses on machine learning and deep learning with no explicit mention of PHP, Laravel, or MySQL required by the job. While NestJS is listed, it doesn't fully align with the specified backend stack. The lack of RESTful API development experience and database optimization expertise further reduces the match.",0.0,5.0,A
78,cv_1,85,47,65,"The candidate has relevant machine learning and Python skills with certifications, but lacks explicit experience in deployment, environmental/logistics/e-commerce sectors, and detailed project examples required by the job. Core technical competencies align, but industry-specific experience is missing.",20.0,18.0,B
78,cv_2,85,45,75,"The candidate has strong technical skills in machine learning, deep learning, and AI with relevant certifications and experience in Python and SAS. However, the job emphasizes collaboration on cross-functional projects in environmental, logistics, and e-commerce domains, which the CV does not explicitly address. The candidate's banking and energy sector experience partially aligns but misses key domains mentioned in the job description.",10.0,30.0,A
78,cv_3,20,33,30,"The candidate's profile emphasizes software engineering, full-stack development, and DevOps skills, with limited mention of machine learning, deep learning, or data analysis expertise required for the Data Scientist role. While cloud certifications and collaboration experience are relevant, core data science competencies are missing.",10.0,3.0,B
78,cv_4,20,41,25,"The candidate's profile focuses on full-stack web development (.NET, JavaScript) and DevOps tools (Kubernetes, Docker), but lacks explicit machine learning, deep learning, or data science expertise required by the job. Certifications and experience align more with software engineering than data science roles.",5.0,16.0,A
78,cv_5,20,37,25,"The candidate has strong full-stack development experience but lacks explicit machine learning/deep learning expertise required for the role. While they have technical skills (React.js, Elasticsearch), the CV shows no data science projects, model deployment experience, or relevant domain work in environment/logistics/e-commerce.",5.0,12.0,A
79,cv_1,85,31,70,"The candidate has strong DevOps skills (Docker, Jenkins, Ansible, Kubernetes) and cloud certifications (Azure, AWS, GCP) aligning with the job's CI/CD and cloud deployment needs. However, the CV lacks explicit mention of Python/Java (core programming languages in the job description) and Linux Shell, which are critical requirements. While the candidate's DevOps and cloud expertise are well-matched, the missing programming skills reduce the overall alignment.",15.0,39.0,A
79,cv_2,20,29,25,"The candidate lacks explicit technical skills required (Python, Docker, Jenkins, Kubernetes) and has a consulting/data science background rather than software engineering/DevOps. Microsoft certifications are present but not aligned with the job's tech stack. Project management experience is noted but doesn't fulfill core engineering requirements.",5.0,4.0,B
79,cv_3,85,33,55,"The candidate has relevant skills in Java, Docker, Jenkins, and Angular, which partially align with the job's requirements. However, critical elements like Azure Kubernetes Services, Linux Shell, and senior-level DevOps/CI/CD experience are missing. The CV lacks specific projects demonstrating cloud deployment or AI integration, and seniority is not clearly established.",30.0,22.0,B
79,cv_4,85,36,50,"The candidate has strong data science and machine learning skills (Python, YOLOv8, Streamlit) but lacks explicit experience with DevOps tools (Docker, Jenkins, Azure Kubernetes) and cloud deployment required for the role. The CV mentions Python but not Java, and no CI/CD pipeline expertise is demonstrated.",35.0,14.0,B
79,cv_5,85,26,55,"The candidate has strong AI/ML expertise and some DevOps skills (Docker, CI/CD mentioned indirectly), but lacks explicit experience with Java, Azure Kubernetes Services, and Linux Shell required in the job. The senior-level experience is questionable given the short tenure at InstaDeep (1 year 2 months). Partial match on core requirements.",30.0,29.0,B
80,cv_1,85,6,65,"The candidate has relevant SRE experience (5+ years at IBM) and certifications in cloud/DevOps, aligning with system reliability and cloud architecture requirements. However, the CV lacks explicit mention of key programming languages (Python, Go, Bash) and software development experience emphasized in the job description, which weakens the match.",20.0,59.0,A
80,cv_2,80,28,50,"The candidate has strong cloud infrastructure and system administration experience with VMware and AWS, aligning with some job requirements. However, the CV lacks explicit mention of required software development skills (Python, Go, JavaScript) and application development experience emphasized in the job description, which are critical for a Site Reliability Engineer role.",30.0,22.0,B
80,cv_3,20,25,40,"The candidate has relevant software engineering experience and some cloud-related skills (Docker), but lacks explicit expertise in site reliability engineering, performance analysis, or the required languages (Python/Go/Bash). Their projects focus on full-stack development and ML rather than system reliability or cloud architecture.",20.0,15.0,B
80,cv_4,20,11,50,"The candidate has relevant programming skills (Python, data pipelines) and experience in software engineering, but lacks explicit mention of cloud architecture design, system reliability expertise, and key technologies like Go/Bash required for the role. Their focus on data science and machine learning partially aligns but misses core SRE requirements.",30.0,39.0,A
80,cv_5,20,17,25,"The candidate has strong machine learning and deep learning experience but lacks explicit skills in cloud architecture, system reliability engineering, and the specific programming languages (Python, Go, Bash) required. The DevOps skill is relevant, but the overall alignment with SRE responsibilities is weak.",5.0,8.0,A
81,cv_1,85,57,75,"The candidate has strong experience in Power BI, Python, SQL, and data pipeline automation, aligning with core job requirements. However, Excel proficiency is not explicitly mentioned, and while communication skills are implied, they are not directly highlighted. The 5-year experience and project management skills add value but are not explicitly required in the job description.",10.0,18.0,A
81,cv_2,80,39,50,"The candidate has Python and AWS certifications, which are somewhat relevant, but lacks explicit mention of Power BI, SQL, and Excel—core requirements for the Data Analyst role. Their experience as a Cloud Systems Engineer does not align with the data analysis focus of the position.",30.0,11.0,B
81,cv_3,85,32,50,"The candidate has T-SQL (SQL) experience, which partially aligns with the job's SQL requirement. However, critical skills like Power BI, Python, and data visualization/analysis are missing. The CV emphasizes software development (Java, Angular, React) rather than data analysis, making the match only partial.",35.0,18.0,B
81,cv_4,20,32,25,"The candidate has Python and AWS Machine Learning experience, which partially aligns with the job's technical requirements. However, they lack explicit Power BI, SQL, and data analysis experience emphasized in the job description. Their focus on Kubernetes, DevOps, and infrastructure certifications makes them a weak fit for a Data Analyst role.",5.0,7.0,A
81,cv_5,80,39,55,"The candidate has strong machine learning and deep learning experience, including Python and research projects, which partially align with the job's data analysis requirements. However, the CV lacks explicit mention of SQL, Power BI, and Excel—core tools listed in the job description. The role emphasizes data validation, visualization, and communication, which are not clearly demonstrated in the candidate's technical projects.",25.0,16.0,B
82,cv_1,85,45,65,"The candidate has relevant telecom experience with 4G/5G, Huawei BTS, and network troubleshooting, but lacks explicit mention of IP/MPLS, SMS/ROAMING integration, and critical protocols like SS7/SIGTRAN or SIP. Server management and monitoring tool experience are also not clearly stated, leading to a partial match.",20.0,20.0,tie
82,cv_2,20,42,20,"The candidate's profile focuses on web development (Angular, React, Flutter) and UI/UX, with no mention of telecommunications, network protocols (SS7/SIP), or infrastructure management (IP/MPLS, VLAN, firewalls) required for the role. While she has IT experience, critical job requirements are entirely unmet.",0.0,22.0,A
82,cv_3,70,39,50,"The candidate has software engineering experience and Linux skills, which partially align with the job. However, they lack critical telecom-specific expertise like IP/MPLS networks, signaling protocols (SS7/SIP), and telecom platform integration required for the role.",20.0,11.0,B
82,cv_4,20,40,50,"The candidate has strong data engineering and machine learning skills (Django, Airflow, Kafka) relevant to IT infrastructure, but lacks direct experience in telecom network support, IP/MPLS, or protocols like SS7/SIGTRAN required for the role. Partial overlap in server administration and Linux/Windows experience exists, but core telecom-specific requirements are unmet.",30.0,10.0,B
82,cv_5,80,45,25,"The candidate's profile is focused on machine learning and geometric deep learning, with no relevant experience in telecommunications, network administration, or protocol management (SS7/SIGTRAN, SIP, etc.) required for the role. The CV lacks any technical alignment with the job's core requirements.",55.0,20.0,B
83,cv_1,85,44,65,"The candidate has relevant skills in Kubernetes, Python/Go, and cloud infrastructure, but lacks explicit experience with AWS (EC2/S3/RDS), Prometheus, Cassandra, and other specified tools. His focus on VMware/Azure instead of AWS creates a partial mismatch with core job requirements.",20.0,21.0,A
83,cv_2,80,42,50,"The candidate has 4 years of frontend development experience with React/Next.js but lacks explicit experience with distributed systems, Kubernetes, AWS infrastructure, or backend technologies like Go/Python required by the job. While they have some IT teaching experience, the core technical requirements for distributed systems engineering are not met.",30.0,8.0,B
83,cv_3,80,32,50,"The candidate has full-stack Java/Angular experience and PostgreSQL/Git skills, which partially align with the job. However, they lack critical distributed systems expertise (Kubernetes, AWS, Docker, Go/Python) and operational infrastructure experience required. Their background is more traditional web development than the specialized distributed systems focus needed.",30.0,18.0,B
83,cv_4,80,36,50,"The candidate has Python skills and a DevOps certification, which partially align with the job's requirements. However, there is no evidence of experience with distributed systems technologies like Kubernetes, AWS (EC2/S3/RDS), Envoy, or Go. The CV focuses on AI/NLP research and web development, missing critical infrastructure and system design expertise required for the role.",30.0,14.0,B
83,cv_5,80,32,50,"The candidate has strong machine learning and deep learning experience but lacks explicit mention of distributed systems technologies (Kubernetes, AWS, Docker, etc.) and infrastructure management required by the job. While Python skills align partially, critical requirements like Go, system design, and operational expertise are missing.",30.0,18.0,B
84,cv_1,85,30,75,"The candidate has strong AR/XR design experience and led AR/XR projects, aligning with the mixed reality focus. However, the CV lacks explicit mention of Unity 3D development (a key requirement) and technical implementation details, which slightly reduces the match score.",10.0,45.0,A
84,cv_2,20,45,45,"The candidate has strong .NET and full-stack development skills with Agile certifications, but lacks explicit Unity 3D or mixed reality experience required for the role. Their DevOps tools (Kubernetes, Docker) align partially with technical infrastructure needs, but core VR/AR design expertise is missing.",25.0,0.0,B
84,cv_3,20,41,40,"The candidate has frontend development experience and cross-functional collaboration skills, but lacks explicit Unity 3D or mixed reality development experience required for the role. Their iOS-specific skills (Swift, SwiftUI) are not aligned with the job's focus on VR/AR interfaces.",20.0,1.0,B
84,cv_4,70,22,30,"The candidate has AI certifications and Agile experience, which partially align with the job's requirements. However, they lack explicit Unity 3D development experience or mixed reality project involvement, which are critical for the role. Their full-stack web development background is unrelated to the core responsibilities of designing VR/AR interfaces.",40.0,8.0,B
84,cv_5,80,50,45,"The candidate has strong machine learning and geometric deep learning experience but lacks explicit Unity 3D development, VR/AR interface design, and mixed reality solution implementation mentioned in the job requirements. While their technical skills overlap partially with AI aspects, the core Unity and mixed reality expertise is missing.",35.0,5.0,B
85,cv_1,20,52,50,"The candidate has full-stack development experience and agile methodology knowledge, which partially aligns with the job's need for backend collaboration. However, the CV lacks specific backend technologies like Go, Ruby, Docker, and gRPC required in the job description. The candidate's student status and absence of production server management experience further reduce the match.",30.0,2.0,B
85,cv_2,80,41,50,"The candidate has backend experience with Quarkus and Docker, aligning partially with the job's requirements. However, the job specifically requires Go/Ruby microservices and Ruby on Rails, which are not mentioned in the CV. The focus on Vue.js (frontend) and lack of Mesos/RabbitMQ/gRPC experience further reduce the match.",30.0,9.0,B
85,cv_3,20,45,30,"The candidate has backend experience in .NET and full-stack development but lacks the required Go/Ruby expertise and specific tools like Docker, Mesos, or gRPC mentioned in the job description. Partial alignment with general backend responsibilities but misses critical technical requirements.",10.0,15.0,A
85,cv_4,20,44,25,"The candidate's profile focuses on data science and machine learning with Python, lacking the required backend development expertise in Go, Ruby, Docker, and microservices architecture. While some server management experience is implied, core technical requirements are unmet.",5.0,19.0,A
85,cv_5,40,44,50,"The candidate has relevant DevOps and ML skills but lacks explicit backend development experience in Go, Ruby, or Ruby on Rails required by the job. Their focus on NestJS and geometric deep learning aligns partially with the role's technical scope, but core backend technologies like Docker, Mesos, and microservices architecture are not clearly addressed.",10.0,6.0,B
86,cv_1,85,50,80,"The candidate has strong Kubernetes expertise (CKA, CKAD), IaC experience, and AWS/Azure certifications aligning with cloud infrastructure requirements. CI/CD and GitOps skills match the job's automation needs. However, the CV lacks explicit mention of GitHub Actions (though CI/CD is covered) and team collaboration specifics required in the role.",5.0,30.0,A
86,cv_2,20,41,25,"The candidate has basic AWS certification and some development experience, but lacks explicit DevOps expertise, Kubernetes, or CI/CD implementation experience required for the senior role. The profile focuses on full-stack development rather than infrastructure management.",5.0,16.0,A
86,cv_3,20,42,50,"The candidate has software engineering leadership and infrastructure experience, but lacks explicit DevOps expertise, AWS/Kubernetes skills, and CI/CD implementation details required for the role. Partial alignment with infrastructure management but missing core technical requirements.",30.0,8.0,B
86,cv_4,20,59,40,"The candidate has a DevOps Engineer certification and some cloud-related experience, but their primary expertise lies in AI/ML and web development. The CV lacks specific AWS/Kubernetes experience and CI/CD implementation details required for the Senior DevOps role.",20.0,19.0,B
86,cv_5,20,55,30,"The candidate's profile focuses on machine learning and research projects (e.g., Alzheimer's classification using geometric deep learning) rather than DevOps infrastructure management. While 'DevOps' is listed as a top skill, there is no evidence of AWS, Kubernetes, or CI/CD implementation experience required for the Senior DevOps role. The experience aligns more with ML engineering than infrastructure operations.",10.0,25.0,A
87,cv_1,40,34,35,"The candidate has foundational ML knowledge (certifications in regression/classification) and cloud/DevOps tools (Docker, GitLab CI/CD), but lacks direct experience in deploying ML models or cloud-based AI solutions. His focus remains on full-stack software engineering rather than specialized ML engineering, which is critical for the role.",5.0,1.0,B
