job_idx,cv_col,label,score,label_checked,justification,model,generated_at
61,cv_2,MATCH,80,MATCH,"Le candidat a une expérience significative dans le domaine de l'ingénierie, notamment dans la conception mécanique, le développement de produits et la recherche et développement. Il a également une formation en ingénierie et des compétences en communication et en travail d'équipe. Cependant, il n'a pas d'expérience directe dans l'intelligence artificielle et l'Internet des Objets (IoT), mais il a des compétences en programmation (C/C++, Python) et des connaissances en design de produits. Il est également capable de travailler de manière autonome et a une forte capacité d'innovation.",meta/llama-3.1-8b-instruct,2026-05-05T12:13:11.270863
61,cv_3,MATCH,60,MATCH,"Bien que le CV de Faten Majoul ne corresponde pas parfaitement à l'offre d'emploi, il présente certaines compétences et expériences pertinentes. Les compétences en gestion de projet, en social entrepreneurship et en innovation sont pertinentes pour le rôle de Professeur ou Chercheur en Intelligence Artificielle et en Internet des Objets. De plus, Faten Majoul a une expérience en développement Web et en création de dashboards, ce qui pourrait être utile pour les projets de recherche et développement. Cependant, il manque d'expérience directe dans le domaine de l'apprentissage automatique, des réseaux de neurones et de l'intelligence en essaim, qui sont des compétences clés pour ce rôle. Il est également important de noter que Faten Majoul a une formation en informatique et en data science, ce qui pourrait être un atout pour ce rôle.",meta/llama-3.1-8b-instruct,2026-05-05T12:13:14.697960
61,cv_4,MATCH,85,MATCH,"Le candidat a une solide formation en ingénierie et une expérience significative dans l'enseignement et la recherche, notamment en tant que Senior Machine Learning Engineer chez PlayStation. Il a également des compétences techniques requises telles que la maîtrise de langages de programmation tels que Python et des frameworks comme TensorFlow. Cependant, il n'a pas d'expérience directe avec les plates-formes IoT, mais cela pourrait être un atout si le candidat est prêt à apprendre et à s'adapter. En outre, le candidat a une excellente méthode de travail et une forte capacité d'innovation, ce qui correspond aux exigences de l'offre d'emploi.",meta/llama-3.1-8b-instruct,2026-05-05T12:13:17.557723
61,cv_5,NO MATCH,20,NO MATCH,"Le candidat a une formation en ingénierie, mais son expérience est principalement en développement full-stack et non en intelligence artificielle ou en IoT. Il a également des compétences en React.js, D3.js et Elasticsearch, mais pas en langages de programmation tels que C/C++, Python, TensorFlow, Keras, PyTorch ou en plates-formes IoT.",meta/llama-3.1-8b-instruct,2026-05-05T12:13:22.497270
62,cv_1,MATCH,80,MATCH,"Le candidat a une expérience en développement web, notamment en Node.js et Full-Stack Development, ce qui correspond à la description de l'offre d'emploi. Il a également une bonne compréhension des principes de conception web et de l'expérience utilisateur. Cependant, il est encore en formation et n'a pas d'expérience professionnelle directement liée à la position de Frontend Developer. Il a cependant une bonne compréhension des méthodologies Agile et a travaillé en équipe sur des projets académiques.",meta/llama-3.1-8b-instruct,2026-05-05T12:13:28.873399
62,cv_2,MATCH,85,MATCH,"Le candidat Mustafa Çiçek possède une expérience significative en développement logiciel, notamment en tant que senior software engineer, et a travaillé sur divers projets impliquant des technologies telles que .NET, Java, JavaScript, et Azure. Il a également une bonne compréhension des principes de conception web, de l'expérience utilisateur et de l'accessibilité. Les compétences mentionnées dans le CV, telles que la conception et le développement d'applications web, la conception de l'expérience utilisateur, et la gestion de projet, sont également pertinentes pour le poste de Frontend Developer. Cependant, il convient de noter que le CV ne mentionne pas explicitement l'expérience en développement frontend, mais plutôt une expérience plus large en développement logiciel.",meta/llama-3.1-8b-instruct,2026-05-05T12:13:33.593990
62,cv_3,MATCH,85,MATCH,"Le candidat a une expérience significative en développement logiciel, notamment en tant que senior software engineer et technical lead. Il a une bonne compréhension des principes de conception web, de l'expérience utilisateur et de l'accessibilité. Il est également à l'aise avec les méthodologies Agile et les outils de développement tels que Azure DevOps, GitHub Actions. Cependant, il n'a pas d'expérience directe en tant que frontend developer, mais il a une bonne compréhension des principes de conception web et de l'expérience utilisateur, ce qui pourrait être un atout pour ce poste.",meta/llama-3.1-8b-instruct,2026-05-05T12:13:36.767433
62,cv_4,MATCH,80,MATCH,"Le candidat a une expérience en développement de modèles de machine learning et en analyse de données, ce qui est pertinent pour le poste de Frontend Developer. Cependant, il manque d'expérience directe en développement web et en conception d'interfaces utilisateur. Il a également des compétences en Python, mais il n'est pas clair si il a des compétences en développement web avec des technologies telles que HTML, CSS et JavaScript.",meta/llama-3.1-8b-instruct,2026-05-05T12:13:41.668717
62,cv_5,MATCH,80,MATCH,"Le candidat a des compétences en Deep Learning et en Machine Learning, mais pas directement en Frontend Development. Cependant, il a des compétences en DevOps et en Deep Learning qui pourraient être transférables à un rôle de Frontend Developer. De plus, il a une expérience en travail en équipe et en méthodologies Agile, ce qui est important pour ce rôle. Il faudrait cependant discuter avec le candidat de sa capacité à apprendre rapidement les technologies front-end et à travailler en équipe avec des développeurs front-end.",meta/llama-3.1-8b-instruct,2026-05-05T12:13:44.854165
63,cv_1,NO MATCH,20,NO MATCH,"Le candidat n'a pas d'expérience en sécurité et développement de logiciels, mais plutôt en Full-Stack développement avec Java/Spring Boot et React. Il n'a pas non plus les compétences requises telles que Python, Go, Linux, Docker, Ansible, Scrum, etc. Il est également étudiant en dernière année et cherche un stage PFE, ce qui ne correspond pas à la mission passionnante pour un ingénieur en sécurité et développement de logiciels expérimenté.",meta/llama-3.1-8b-instruct,2026-05-05T12:13:55.374616
63,cv_2,NO MATCH,40,NO MATCH,"La candidature de Safa Chaabane ne correspond pas parfaitement à l'offre d'emploi. Bien qu'elle ait une expérience en développement web, elle n'a pas d'expérience directe en sécurité et développement de logiciels. De plus, ses compétences techniques ne correspondent pas exactement à celles requises par l'offre d'emploi. Cependant, elle a une expérience en développement web et une approche collaborative, qui pourraient être utiles dans certains aspects du poste.",meta/llama-3.1-8b-instruct,2026-05-05T12:14:03.961649
63,cv_3,MATCH,80,MATCH,"Le candidat a une expérience en développement de logiciels et en sécurité, notamment en tant que Full Stack Engineer chez Docaposte Tunisie. Il a également utilisé des technologies telles que Java JEE, Angular, et TypeScript, ainsi que des outils de version contrôle comme Git et GitLab. Cependant, il n'a pas d'expérience directe en sécurité, mais il a une bonne compréhension des principes de sécurité et des meilleures pratiques de développement sécurisé. Il est également capable de travailler de manière autonome et en équipe, ce qui est un atout pour ce poste.",meta/llama-3.1-8b-instruct,2026-05-05T12:14:06.350912
63,cv_4,MATCH,80,MATCH,"Le candidat a une expérience solide en développement de logiciels et en intelligence artificielle, ce qui correspond à la mission de l'offre d'emploi. Il a également une bonne compréhension des principes de sécurité et des meilleures pratiques de développement sécurisé. Cependant, il n'a pas d'expérience directe en sécurité informatique, mais il a travaillé sur des projets qui impliquent la protection des données et la prévention des menaces. Il est également capable de travailler de manière autonome et en équipe, ce qui est un atout pour ce poste.",meta/llama-3.1-8b-instruct,2026-05-05T12:14:13.851921
63,cv_5,MATCH,80,MATCH,"Le candidat a une expérience en machine learning et en deep learning, mais pas directement en sécurité et développement de logiciels. Cependant, il a des compétences en DevOps et en Deep Learning qui peuvent être transférées vers le domaine de la sécurité. Il a également une excellente compréhension des principes de sécurité et des meilleures pratiques de développement sécurisé, ce qui est un atout important. Il faudrait cependant vérifier si le candidat a une expérience en sécurité et développement de logiciels et si il est prêt à apprendre les technologies spécifiques mentionnées dans l'offre d'emploi.",meta/llama-3.1-8b-instruct,2026-05-05T12:14:16.888302
64,cv_1,NO MATCH,40,NO MATCH,"Le candidat n'a pas les qualifications requises pour le poste. Il est en train de terminer ses études en génie informatique et n'a pas d'expérience dans le domaine de la blockchain et des réseaux de capteurs sans fil. Il a des compétences en développement web et en Node.js, mais cela ne correspond pas aux exigences du poste. De plus, il n'a pas de formation en ingénierie des systèmes d'information ni d'expérience dans la conception et la mise en œuvre de prototypes.",meta/llama-3.1-8b-instruct,2026-05-05T12:14:21.859719
64,cv_2,NO MATCH,40,NO MATCH,"Le candidat a une formation en ingénierie des systèmes d'information, mais son expérience professionnelle est principalement axée sur le développement web frontend. Il n'a pas d'expérience directe dans le domaine de la blockchain et des réseaux de capteurs sans fil. Cependant, il a des compétences en programmation (JavaScript, TypeScript, etc.) qui pourraient être transférables à un contexte de développement de systèmes intelligents.",meta/llama-3.1-8b-instruct,2026-05-05T12:14:25.259317
64,cv_3,MATCH,80,MATCH,"Le candidat a une formation en ingénierie des systèmes d'information et des compétences en programmation (Spring Boot, Python, Angular) qui correspondent à la mission. Cependant, il manque d'expérience directe dans le domaine de la blockchain et des réseaux de capteurs sans fil. Ses compétences en DevOps et en infrastructure automation pourraient être transférables à la mission, mais il faudrait évaluer sa capacité à apprendre et à s'adapter à de nouvelles technologies.",meta/llama-3.1-8b-instruct,2026-05-05T12:14:28.471578
64,cv_4,MATCH,85,MATCH,"Le candidat possède une solide formation en ingénierie des systèmes d'information et une expérience dans le domaine de la machine learning et de l'intelligence artificielle. Il a également des compétences en programmation (Java, C, C++, J2EE) et une expérience dans le développement de systèmes intelligents. Cependant, il n'a pas d'expérience directe dans le domaine de la blockchain, mais il a une forte capacité d'apprentissage et de résolution de problèmes, ce qui pourrait être un atout pour apprendre rapidement. Enfin, il a une excellente communication et une forte autonomie, ce qui correspond aux exigences de l'offre d'emploi.",meta/llama-3.1-8b-instruct,2026-05-05T12:14:31.911725
64,cv_5,MATCH,85,MATCH,"Le candidat a une formation en ingénierie des systèmes d'information (Ingénieur en informatique, réseaux et télécommunications) et une expérience en machine learning (Machine Learning Engineer). Il a également des compétences en Deep Learning et en DevOps, qui sont pertinentes pour le poste. Cependant, il n'a pas d'expérience directe dans le domaine de la blockchain et des réseaux de capteurs sans fil, mais il a des compétences en programmation (Java, C, C++, J2EE) qui pourraient être transférables. Enfin, il a des compétences en communication, analyse et résolution de problèmes, qui sont importantes pour le poste.",meta/llama-3.1-8b-instruct,2026-05-05T12:14:35.450329
65,cv_1,MATCH,80,MATCH,"Le candidat a une expérience en développement web, notamment en utilisant Node.js et Next.js, ce qui est proche des technologies requises par l'offre d'emploi. Il a également une bonne compréhension des méthodologies agiles, telles que Scrum, et a travaillé sur des projets personnels et académiques. Cependant, il manque d'expérience avec les frameworks PHP, Symfony, Docker, Git, et CI/CD, qui sont des technologies clés pour ce poste. Il est également important de noter que le candidat est un étudiant en dernière année de génie informatique, ce qui signifie qu'il peut avoir besoin de formation supplémentaire pour atteindre les niveaux de compétence requis pour ce poste.",meta/llama-3.1-8b-instruct,2026-05-05T12:14:37.693803
65,cv_2,NO MATCH,20,NO MATCH,"Le candidat a une expérience en machine learning et en ingénierie de données, mais pas en développement web. Il a des compétences en langages tels que Python et R, mais pas en PHP, Symfony, Docker, Git, etc. qui sont requis pour le poste. Il a également des expériences en leadership et en gestion de projet, mais pas en développement web.",meta/llama-3.1-8b-instruct,2026-05-05T12:14:39.169411
65,cv_3,MATCH,85,MATCH,"Le candidat a une expérience significative en développement front-end avec React/NodeJS, ce qui correspond à la technologie requise dans l'offre d'emploi. Il a également une bonne compréhension des principes de développement Web, des méthodologies Agile et des outils de collaboration tels que GitLab et GitHub. Cependant, il n'a pas d'expérience directe avec les technologies PHP, Symfony, Docker, Git, et CI/CD requises dans l'offre d'emploi. Il faudrait donc évaluer sa capacité à apprendre et à s'adapter à ces nouvelles technologies.",meta/llama-3.1-8b-instruct,2026-05-05T12:14:41.106227
65,cv_4,NO MATCH,40,NO MATCH,"Le candidat a une formation en informatique et des compétences en data science, mais pas en développement Web. Il a des expériences en RPA, en machine learning et en génératif AI, mais pas en développement de sites Web. Il n'a pas les compétences requises en PHP, Symfony, Docker, Git, CI/CD, Bootstrap, MySQL, PostgreSQL, Agile, Scrum et OOP.",meta/llama-3.1-8b-instruct,2026-05-05T12:14:44.665768
65,cv_5,MATCH,80,MATCH,"Le candidat a une expérience en développement de modèles de machine learning, mais pas directement en développement Web. Cependant, il a des compétences en DevOps, Deep Learning et Machine Learning qui peuvent être transférées vers le développement Web. Il a également des compétences en NestJS, qui est un framework JavaScript, et il est familiarisé avec les outils de collaboration tels que GitLab et GitHub. Il manque cependant d'expérience directe avec les technologies telles que PHP, Symfony, Docker, Git, et CI/CD mentionnées dans l'offre d'emploi. Il est également important de noter que le candidat a une expérience en géométrie profonde, ce qui n'est pas directement lié au développement Web.",meta/llama-3.1-8b-instruct,2026-05-05T12:14:47.571062
66,cv_1,MATCH,85,MATCH,"Le candidat possède une expérience significative en tant que développeur frontend avec React, ce qui correspond parfaitement à la demande de l'offre d'emploi. Il a également une bonne compréhension des principes de conception de l'interface utilisateur et de l'expérience utilisateur, ainsi que des compétences en TypeScript, Redux Toolkit et WebSocket. Cependant, il n'a pas d'expérience directe avec Next.js et Vue.js, mais il est possible que ces compétences puissent être acquises rapidement.",meta/llama-3.1-8b-instruct,2026-05-05T12:14:50.272220
66,cv_2,MATCH,85,MATCH,"Le candidat a une expérience significative en développement de logiciels, notamment en tant que Senior Software Engineer chez Capgemini et Blue Harvest. Il a également une bonne compréhension des principes de conception de l'interface utilisateur et de l'expérience utilisateur, ce qui est pertinent pour le poste de Senior Frontend Engineer. Cependant, il n'y a pas de mention explicite de compétences en React, Next.js, TypeScript, Vue.js, qui sont des technologies spécifiques requises pour le poste. Il est donc nécessaire de vérifier plus en détail les compétences du candidat pour confirmer la compatibilité.",meta/llama-3.1-8b-instruct,2026-05-05T12:14:54.780629
66,cv_3,MATCH,85,MATCH,"Le candidat dispose d'une expérience significative en développement de logiciels, notamment en tant que Senior Software Engineer, et a travaillé avec divers langages de programmation et frameworks, notamment React, Next.js, TypeScript, Vue.js. Il a également une bonne compréhension des principes de conception de l'interface utilisateur et de l'expérience utilisateur. Cependant, il n'y a pas de mention explicite de l'utilisation de technologies telles que Kubernetes, que l'on attendrait pour un rôle de Senior Frontend Engineer. En revanche, le candidat a une bonne compréhension des principes de conception de l'interface utilisateur et de l'expérience utilisateur, ce qui est important pour un rôle de Senior Frontend Engineer.",meta/llama-3.1-8b-instruct,2026-05-05T12:14:57.769761
66,cv_4,MATCH,80,MATCH,"Le candidat a une expérience significative en développement de solutions de machine learning et d'intelligence artificielle, ce qui correspond à la description de l'offre d'emploi. Cependant, il n'a pas d'expérience directe en développement de applications web, ce qui est un aspect clé de l'offre. De plus, il n'a pas de compétences en React, Next.js, TypeScript, Vue.js, qui sont mentionnées dans l'offre. Malgré cela, son expérience en développement de solutions de machine learning et d'intelligence artificielle pourrait être transférable à un rôle de Senior Frontend Engineer, notamment si le candidat est prêt à apprendre et à se former sur les technologies nécessaires.",meta/llama-3.1-8b-instruct,2026-05-05T12:15:01.678037
66,cv_5,MATCH,80,MATCH,"Le candidat possède une expérience en tant que Machine Learning Engineer, ce qui est proche de la fonction de Senior Frontend Engineer. Bien que les compétences techniques ne soient pas directement identiques, le candidat a une expérience en développement de logiciels et a travaillé sur des projets complexes. Cependant, il faudrait que le candidat ait une bonne compréhension des principes de conception de l'interface utilisateur et de l'expérience utilisateur, ainsi que des technologies telles que React, Next.js, TypeScript et Vue.js. Il est également important de noter que le candidat a une expérience en Deep Learning, ce qui n'est pas directement lié à la fonction de Senior Frontend Engineer.",meta/llama-3.1-8b-instruct,2026-05-05T12:15:07.397534
67,cv_1,MATCH,85,MATCH,"Le candidat a une expérience significative en développement front-end, notamment avec JavaScript, React et Redux. Il a également une formation en FullStack JS et a travaillé sur des projets de développement web. Les compétences mentionnées dans le CV correspondent aux exigences de l'offre d'emploi, notamment la connaissance de JavaScript, TypeScript, HTML, CSS, React, NextJS, TailwindCSS et Bootstrap. Cependant, il n'y a pas de mention explicite de l'expérience avec les outils de gestion de version tels que Git et GitHub, mais cela peut être considéré comme une compétence générale pour un développeur.",meta/llama-3.1-8b-instruct,2026-05-05T12:15:15.865082
67,cv_2,NO MATCH,20,NO MATCH,"Le candidat a une expérience en tant que Site Reliability Engineer (SRE) et Administrateur réseau et systèmes, mais pas en tant que développeur front-end. Il a des compétences en matière de DevOps, de Cloud Computing et de gestion de systèmes, mais pas en matière de développement web. Il a également des compétences en matière de communication et de travail en équipe, mais pas en matière de développement front-end.",meta/llama-3.1-8b-instruct,2026-05-05T12:15:17.452315
67,cv_3,MATCH,80,MATCH,"Le candidat a une expérience significative en développement logiciel, notamment en tant que software engineer chez Microsoft. Il a également des compétences en développement front-end, notamment en utilisant React Native. Cependant, il n'a pas d'expérience directe avec les technologies spécifiques mentionnées dans l'offre d'emploi (JavaScript, TypeScript, HTML, CSS, React, NextJS, TailwindCSS et Bootstrap). Il faudrait donc évaluer sa capacité à apprendre et à s'adapter rapidement à ces nouvelles technologies.",meta/llama-3.1-8b-instruct,2026-05-05T12:15:22.559745
67,cv_4,MATCH,80,MATCH,"Le candidat a une expérience en développement full-stack avec des technologies telles que .NET, Angular, et Microservices, qui sont similaires aux technologies requises dans l'offre d'emploi. Cependant, il manque des compétences spécifiques en développement front-end telles que React, NextJS, et TailwindCSS. De plus, le candidat a une expérience en Fintech, qui n'est pas directement liée à l'offre d'emploi. Enfin, le candidat a une formation en ingénierie électrique, qui n'est pas directement liée à l'offre d'emploi.",meta/llama-3.1-8b-instruct,2026-05-05T12:15:25.073141
67,cv_5,NO MATCH,20,NO MATCH,"Le candidat a des compétences en Deep Learning et en Machine Learning, mais pas en développement front-end. Il a également des expériences en DevOps, mais pas en développement web. Il n'a pas les compétences requises pour ce rôle, telles que JavaScript, TypeScript, HTML, CSS, React, NextJS, TailwindCSS et Bootstrap.",meta/llama-3.1-8b-instruct,2026-05-05T12:15:26.450113
68,cv_1,MATCH,80,MATCH,"Le candidat a des compétences techniques pertinentes pour le poste, notamment en Java/Spring Boot et React. Il a également une expérience en Full-Stack développement et une connaissance des bonnes pratiques (Docker, GitLab CI/CD, Linux, Agile). Cependant, il manque d'expérience professionnelle et de certifications dans les domaines de la machine learning et de l'intelligence artificielle, qui sont mentionnées dans l'offre d'emploi. De plus, il est en train de suivre ses études et cherche un stage PFE, ce qui pourrait être un défi pour intégrer une équipe professionnelle.",meta/llama-3.1-8b-instruct,2026-05-05T12:15:29.990024
68,cv_2,NO MATCH,20,NO MATCH,"Le candidat a une expérience en tant que Data Analyst, mais pas en tant que développeur logiciel full-stack. Il a des compétences en Python, SQL et Power BI, mais pas en langages de programmation tels que Java, JavaScript ou React. Il a également des expériences en analyse de données et en reporting financier, mais pas en développement d'applications web modernes et innovantes.",meta/llama-3.1-8b-instruct,2026-05-05T12:15:32.602343
68,cv_3,MATCH,85,MATCH,"Le candidat possède une expérience en tant que DevOps Engineer, ce qui correspond à la fonction recherchée. Il a également une bonne connaissance des technologies cloud, notamment Google Cloud Platform, Microsoft Azure et Amazon Web Services, qui sont mentionnées dans l'offre d'emploi. De plus, il a une expérience en tant que mentor et facilitateur, ce qui correspond à la valeur de la résolution de problèmes et de la créativité mentionnée dans l'offre d'emploi. Cependant, il n'a pas d'expérience directe en tant que développeur full-stack, mais il a une bonne connaissance des langages de programmation et des frameworks, ce qui pourrait être développé avec un peu de formation.",meta/llama-3.1-8b-instruct,2026-05-05T12:15:36.860330
68,cv_4,NO MATCH,20,NO MATCH,"Le candidat a une expérience en télécommunications et en ingénierie électrique, mais pas en développement logiciel. Les compétences techniques mentionnées dans le CV (par exemple, 4G, 5G, électrotechnique) ne correspondent pas aux compétences requises dans l'offre d'emploi (par exemple, Python, Java, JavaScript, React, Vue, Angular). De plus, le candidat n'a pas d'expérience en développement web ou en intégration de solutions de machine learning et d'intelligence artificielle.",meta/llama-3.1-8b-instruct,2026-05-05T12:15:39.088161
68,cv_5,MATCH,85,MATCH,"Le candidat possède les compétences techniques requises pour le poste, notamment une expérience avec les langages Python, Java, JavaScript et les frameworks React, Vue et Angular. Il a également une expérience avec les bases de données relationnelles et NoSQL, ainsi qu'une connaissance des principes de sécurité et de développement sécurisé. De plus, il a une bonne compréhension des méthodologies agiles et une expérience avec les outils de versionning comme Git. Les soft skills requises, tels que la capacité de travailler en équipe, la communication et la capacité d'apprentissage, sont également présentes dans le CV. Cependant, le candidat n'a pas d'expérience directe en tant que développeur full-stack, mais son expérience en tant que machine learning engineer pourrait être transférable.",meta/llama-3.1-8b-instruct,2026-05-05T12:15:42.736489
69,cv_1,NO MATCH,20,NO MATCH,"Le CV de Selma Khalifa ne correspond pas à l'offre d'emploi en cybersécurité. Bien que Selma ait des compétences en développement web et en programmation, elle n'a pas d'expérience directe en cybersécurité. De plus, les compétences mentionnées dans le CV, telles que Git, NoSQL, JIRA, ne sont pas directement liées à la sécurité informatique. Cependant, il est possible que Selma ait acquis des compétences utiles en travaillant sur des projets de développement web, telles que la gestion des logs et la résolution de problèmes de sécurité.",meta/llama-3.1-8b-instruct,2026-05-05T12:15:45.186889
69,cv_2,NO MATCH,20,NO MATCH,"Bien que le candidat ait une expérience en développement logiciel, il n'a pas d'expérience directe en cybersécurité. Il a suivi une formation en sécurité/informatique, mais il n'a pas d'expérience pratique dans ce domaine. De plus, les compétences mentionnées dans le CV (React, Symfony, Git, etc.) ne correspondent pas aux compétences requises dans l'offre d'emploi (Splunk, LogRhythm, Python, etc.).",meta/llama-3.1-8b-instruct,2026-05-05T12:15:47.266105
69,cv_3,MATCH,60,MATCH,"Le candidat a une expérience en Cloud & DevOps, notamment avec Azure Kubernetes (AKS) et Linux, ce qui est pertinent pour le poste. Cependant, il manque d'expérience directe en cybersécurité et en gestion des incidents. Ses compétences en programmation Python et son expérience avec les outils SIEM comme Splunk sont des atouts, mais il faudrait plus d'informations sur sa capacité à travailler en équipe et à communiquer efficacement.",meta/llama-3.1-8b-instruct,2026-05-05T12:15:50.068579
69,cv_4,MATCH,80,MATCH,"Le candidat a une expérience de 3 ans en tant que Network Engineer, avec des compétences en sécurité réseau (RADIUS, PKI, NAC) et en infrastructure automation (Terraform, Ansible). Il a également travaillé avec des outils de sécurité tels que HPE Aruba ClearPass et a configuré et optimisé 200+ environnements ClearPass pour des clients majeurs. Bien que le candidat n'ait pas explicitement mentionné des compétences en cybersécurité, son expérience en sécurité réseau et en infrastructure automation peut être transférée à un rôle en cybersécurité. Cependant, il faudrait que le candidat ait une formation supplémentaire ou des compétences en programmation Python pour répondre aux exigences de l'offre d'emploi.",meta/llama-3.1-8b-instruct,2026-05-05T12:15:53.969424
69,cv_5,NO MATCH,40,NO MATCH,"Le candidat a une expérience en machine learning et en deep learning, mais pas en cybersécurité. Il a des compétences en programmation, mais pas en Python. Il a également des expériences avec des outils tels que Splunk et LogRhythm, mais pas dans le contexte de la cybersécurité. Il faudrait donc évaluer si les compétences du candidat peuvent être transférées vers le domaine de la cybersécurité.",meta/llama-3.1-8b-instruct,2026-05-05T12:15:58.962368
70,cv_1,MATCH,85,MATCH,"Le candidat possède une expérience significative dans le domaine de la cloud computing, des DevOps et de la cybersécurité. Il a une bonne connaissance des outils tels que Terraform, Ansible, PowerCLI, GitLab CI, Jenkins, GitHub Actions, Veeam Backup & Replication, Zabbix, IBM Security Verify Access (ISVA) et PhenixID. Il est également polyvalent en développement et maîtrise des langages de programmation tels que Python, Java, JavaScript, ainsi que des frameworks tels que Spring Boot, React.js, Angular.js, Node.js, Django et Flask. Il travaille également avec des technologies cloud native (Docker, Kubernetes, Helm). Le candidat possède également une bonne connaissance des concepts de sécurité et de conformité dans le cloud. Cependant, il faudrait vérifier si le candidat a une expérience avec des outils d'orchestration de conteneurs tels que Kubernetes ou Docker, et si il a une certification dans un domaine pertinent, comme le Certified Kubernetes Administrator (CKA).",meta/llama-3.1-8b-instruct,2026-05-05T12:16:03.102298
70,cv_2,MATCH,85,MATCH,"Le candidat a une expérience significative dans le développement d'applications cloud-native et la mise en place d'infrastructures as code, ce qui correspond aux exigences de l'offre d'emploi. Il a également une bonne connaissance des concepts de sécurité et de conformité dans le cloud, ainsi que des compétences techniques en langages de programmation tels que Python, Bash et PowerShell. De plus, il a une expérience avec des outils d'orchestration de conteneurs tels que Kubernetes et Docker, ce qui est un atout pour l'offre d'emploi. Les soft skills du candidat, tels que la capacité d'adaptation, la communication et la capacité de travailler de manière efficace dans une équipe distribuée, sont également valorisées par l'entreprise.",meta/llama-3.1-8b-instruct,2026-05-05T12:16:14.960837
70,cv_3,MATCH,80,MATCH,"Le candidat a une expérience significative en développement de backend systems sur AWS et Azure, ce qui correspond à la demande de l'offre d'emploi. Il a également une bonne connaissance de langages de programmation tels que Python, Bash et PowerShell, ainsi que des outils d'orchestration de conteneurs tels que Kubernetes ou Docker. Cependant, il n'a pas d'expérience directe dans le développement d'applications cloud-native ou la mise en place d'infrastructures as code, ce qui est un point de défaillance. En revanche, il a une forte capacité d'adaptation, une excellente communication et la capacité de travailler de manière efficace dans une équipe distribuée, ce qui correspond aux soft skills attendus.",meta/llama-3.1-8b-instruct,2026-05-05T12:16:17.206252
70,cv_4,MATCH,80,MATCH,"Le candidat a une expérience significative dans le développement d'applications cloud-native et la mise en place d'infrastructures as code, ce qui correspond à la description de l'offre d'emploi. Il a également une bonne connaissance des concepts de sécurité et de conformité dans le cloud. Les compétences techniques mentionnées dans le CV, telles que Python, Bash, et PowerShell, sont également pertinentes pour l'offre. Cependant, le candidat n'a pas d'expérience directe dans l'utilisation d'outils de DevOps tels que Terraform, Ansible, et Kubernetes, qui sont mentionnés dans la description de l'offre. Il est donc nécessaire de vérifier plus en détail les compétences et l'expérience du candidat avant de l'inviter pour un entretien.",meta/llama-3.1-8b-instruct,2026-05-05T12:16:21.490087
70,cv_5,MATCH,80,MATCH,"Le candidat a une expérience en tant que Machine Learning Engineer, ce qui implique une bonne compréhension des concepts de programmation et de développement. Cependant, il n'a pas d'expérience directe en tant qu'Ingénieur DevOps, mais il a des compétences en matière de développement et de programmation qui pourraient être transférées vers le rôle. Il a également une bonne connaissance des langages de programmation tels que Python, Bash et PowerShell, ce qui est pertinent pour le rôle. De plus, il a une expérience avec des outils de collaboration tels que GitHub, ce qui est souhaité. Cependant, il faudrait vérifier si le candidat a une expérience avec des outils de DevOps tels que Terraform, Ansible et Kubernetes, qui sont mentionnés dans l'offre d'emploi.",meta/llama-3.1-8b-instruct,2026-05-05T12:16:23.496418
71,cv_1,MATCH,85,MATCH,"Le candidat a des compétences techniques pertinentes pour le poste, notamment en développement full-stack avec Next.js, React.js et Spring Boot. Il a également une expérience en développement full-stack dans différents contextes, ce qui suggère qu'il est capable de travailler sur des projets variés. Cependant, il faudrait vérifier les détails de son expérience et de ses compétences pour s'assurer qu'elles correspondent exactement aux exigences de l'offre d'emploi.",meta/llama-3.1-8b-instruct,2026-05-05T12:16:27.559286
71,cv_2,MATCH,85,MATCH,"Le candidat a plus de 10 ans d'expérience en développement de logiciels, notamment en full-stack et back-end. Il a une bonne connaissance des technologies requises telles que PHP, Laravel, Lumen, Go, Vue.js, React.js, Node.js, Python, Django, MySQL, PostgreSQL, MongoDB et Redis. Il a également une expérience en développement d'applications web robustes et scalables, ainsi que des compétences en communication, en leadership et en travail d'équipe. Cependant, il n'y a pas de mention explicite de l'utilisation de Docker, AWS et Git, qui sont des outils utilisés par l'équipe. Cependant, il est probable que le candidat ait une bonne compréhension de ces outils étant donné son expérience en développement de logiciels.",meta/llama-3.1-8b-instruct,2026-05-05T12:16:30.778233
71,cv_3,MATCH,85,MATCH,"Le candidat possède une formation en ingénierie et une expérience en développement de logiciels, notamment en DevOps et Full Stack. Il a une bonne connaissance des technologies requises par l'offre d'emploi, telles que Docker, Kubernetes, Jenkins, GitLab CI/CD, Spring Boot, Python, Angular, et des bases de données comme PostgreSQL. Il a également une expérience en travail d'équipe, en leadership et en communication. Cependant, il n'a pas d'expérience directe dans le développement de logiciels avec PHP, Laravel, Lumen, Go, Vue.js, React.js, Nuxt, Python, Django, Node.js, et des bases de données telles que MySQL, PostgreSQL, MongoDB, et Redis. Mais il a une bonne capacité d'apprentissage et de adaptation.",meta/llama-3.1-8b-instruct,2026-05-05T12:16:36.196742
